address_id,as_id,address_name,as_name,as_prefix,b_type,b_pid,a_pname,as_pname, Simillar
,33520,,XB2,Đường,2,,,Tân Uyên,
,33521,,XB4,Đường,2,,,Tân Uyên,
,51522,,DH419,Đường,2,,,Tân Uyên,
,51523,,DH419,Đường,2,,,Tân Uyên,
,102199,,Civilized City,,4,,,Tân Uyên,
,102200,,IJC@VSIP,,4,,,Tân Uyên,
,102201,,KDC Hill Land 19,,4,,,Tân Uyên,
,102202,,KĐT Tân Long,,4,,,Tân Uyên,
,102203,,New Central Park,,4,,,Tân Uyên,
,102204,,The Mall City II,,4,,,Tân Uyên,
,102205,,VSIP2 mở rộng,,4,,,Tân Uyên,
---,---,---,---,---,---,---,---,---,---
6041,2030,Chánh Mỹ,Chánh Mỹ,Phường,1,1100,Thủ Dầu Một,Thủ Dầu Một,Substring
6039,2031,Chánh Nghĩa,Chánh Nghĩa,Phường,1,1100,Thủ Dầu Một,Thủ Dầu Một,Substring
6042,2032,Định Hòa,Định Hòa,Phường,1,1100,Thủ Dầu Một,Thủ Dầu Một,Substring
6043,2033,Hiệp An,Hiệp An,Phường,1,1100,Thủ Dầu Một,Thủ Dầu Một,Substring
6044,2034,Hiệp Thành,Hiệp Thành,Phường,1,1100,Thủ Dầu Một,Thủ Dầu Một,Substring
6040,2035,Hòa Phú,Hòa Phú,Phường,1,1100,Thủ Dầu Một,Thủ Dầu Một,Substring
6045,2036,Phú Cường,Phú Cường,Phường,1,1100,Thủ Dầu Một,Thủ Dầu Một,Substring
6038,2037,Phú Hòa,Phú Hòa,Phường,1,1100,Thủ Dầu Một,Thủ Dầu Một,Substring
6037,2038,Phú Lợi,Phú Lợi,Phường,1,1100,Thủ Dầu Một,Thủ Dầu Một,Substring
6046,2039,Phú Mỹ,Phú Mỹ,Phường,1,1100,Thủ Dầu Một,Thủ Dầu Một,Substring
6047,2040,Phú Tân,Phú Tân,Phường,1,1100,Thủ Dầu Một,Thủ Dầu Một,Substring
6048,2041,Phú Thọ,Phú Thọ,Phường,1,1100,Thủ Dầu Một,Thủ Dầu Một,Substring
6049,2042,Tân An,Tân An,Phường,1,1100,Thủ Dầu Một,Thủ Dầu Một,Substring
6050,2043,Tương Bình Hiệp,Tương Bình Hiệp,Phường,1,1100,Thủ Dầu Một,Thủ Dầu Một,Substring
,33522,,1,Đường,2,,,Thủ Dầu Một,
,33523,,1/12,Đường,2,,,Thủ Dầu Một,
,33524,,10,Đường,2,,,Thủ Dầu Một,
,33525,,108,Đường,2,,,Thủ Dầu Một,
,33526,,11,Đường,2,,,Thủ Dầu Một,
,33527,,110B,Đường,2,,,Thủ Dầu Một,
,33528,,12,Đường,2,,,Thủ Dầu Một,
,33529,,13,Đường,2,,,Thủ Dầu Một,
,33530,,1369,Đường,2,,,Thủ Dầu Một,
,33531,,14,Đường,2,,,Thủ Dầu Một,
,33532,,15,Đường,2,,,Thủ Dầu Một,
,33533,,16,Đường,2,,,Thủ Dầu Một,
,33534,,17,Đường,2,,,Thủ Dầu Một,
,33535,,19,Đường,2,,,Thủ Dầu Một,
,33536,,2,Đường,2,,,Thủ Dầu Một,
,33537,,21,Đường,2,,,Thủ Dầu Một,
,33538,,22,Đường,2,,,Thủ Dầu Một,
,33539,,220,Đường,2,,,Thủ Dầu Một,
,33540,,221,Đường,2,,,Thủ Dầu Một,
,33541,,23,Đường,2,,,Thủ Dầu Một,
,33542,,24,Phố,2,,,Thủ Dầu Một,
,33543,,24A,Đường,2,,,Thủ Dầu Một,
,33544,,28,Đường,2,,,Thủ Dầu Một,
,33545,,3,Đường,2,,,Thủ Dầu Một,
,33546,,30/4,Đường,2,,,Thủ Dầu Một,
,33547,,31,Đường,2,,,Thủ Dầu Một,
,33548,,32,Đường,2,,,Thủ Dầu Một,
,33549,,322,Đường,2,,,Thủ Dầu Một,
,33550,,34,Đường,2,,,Thủ Dầu Một,
,33551,,35,Đường,2,,,Thủ Dầu Một,
,33552,,36,Phố,2,,,Thủ Dầu Một,
,33553,,4,Đường,2,,,Thủ Dầu Một,
,33554,,40,Đường,2,,,Thủ Dầu Một,
,33555,,44,Đường,2,,,Thủ Dầu Một,
,33556,,45,Phố,2,,,Thủ Dầu Một,
,33557,,48,Đường,2,,,Thủ Dầu Một,
,33558,,5,Đường,2,,,Thủ Dầu Một,
,33559,,51,Đường,2,,,Thủ Dầu Một,
,33560,,53,Đường,2,,,Thủ Dầu Một,
,33561,,55,Đường,2,,,Thủ Dầu Một,
,33562,,57,Đường,2,,,Thủ Dầu Một,
,33563,,59,Phố,2,,,Thủ Dầu Một,
,33564,,5A,Đường,2,,,Thủ Dầu Một,
,33565,,5B,Đường,2,,,Thủ Dầu Một,
,33566,,5C,Đường,2,,,Thủ Dầu Một,
,33567,,6,Đường,2,,,Thủ Dầu Một,
,33568,,60,Đường,2,,,Thủ Dầu Một,
,33569,,61,Đường,2,,,Thủ Dầu Một,
,33570,,63,Đường,2,,,Thủ Dầu Một,
,33571,,64,Phố,2,,,Thủ Dầu Một,
,33572,,65,Phố,2,,,Thủ Dầu Một,
,33573,,66,Đường,2,,,Thủ Dầu Một,
,33574,,67,Đường,2,,,Thủ Dầu Một,
,33575,,68,Đường,2,,,Thủ Dầu Một,
,33576,,69,Đường,2,,,Thủ Dầu Một,
,33577,,7,Đường,2,,,Thủ Dầu Một,
,33578,,70,Đường,2,,,Thủ Dầu Một,
,33579,,71,Đường,2,,,Thủ Dầu Một,
,33580,,72,Phố,2,,,Thủ Dầu Một,
,33581,,73,Đường,2,,,Thủ Dầu Một,
,33582,,74,Phố,2,,,Thủ Dầu Một,
,33583,,75,Phố,2,,,Thủ Dầu Một,
,33584,,76,Đường,2,,,Thủ Dầu Một,
,33585,,78,Đường,2,,,Thủ Dầu Một,
,33586,,79,Đường,2,,,Thủ Dầu Một,
,33587,,7B,Đường,2,,,Thủ Dầu Một,
,33588,,8,Đường,2,,,Thủ Dầu Một,
,33589,,80,Đường,2,,,Thủ Dầu Một,
,33590,,81,Đường,2,,,Thủ Dầu Một,
,33591,,84,Đường,2,,,Thủ Dầu Một,
,33592,,85,Đường,2,,,Thủ Dầu Một,
,33593,,91,Đường,2,,,Thủ Dầu Một,
,33594,,93,Đường,2,,,Thủ Dầu Một,
,33595,,95,Đường,2,,,Thủ Dầu Một,
,33596,,97,Đường,2,,,Thủ Dầu Một,
,33597,,99,Đường,2,,,Thủ Dầu Một,
,33598,,An Dương Vương,Đường,2,,,Thủ Dầu Một,
,33599,,An Mỹ,Đường,2,,,Thủ Dầu Một,
,33600,,An Thạnh 1,Đường,2,,,Thủ Dầu Một,
,33601,,An Thạnh 2,Đường,2,,,Thủ Dầu Một,
,33602,,An Thạnh 24,Đường,2,,,Thủ Dầu Một,
,33603,,AN2,Đường,2,,,Thủ Dầu Một,
,33604,,Âu Cơ,Đường,2,,,Thủ Dầu Một,
,33605,,Bạch Đằng,Đường,2,,,Thủ Dầu Một,
,33606,,Bàu Bàng,Đường,2,,,Thủ Dầu Một,
,33607,,Bùi Ngọc Thu,Đường,2,,,Thủ Dầu Một,
,33608,,Bùi Quốc Khánh,Đường,2,,,Thủ Dầu Một,
,33609,,Bùi Văn Bình,Đường,2,,,Thủ Dầu Một,
,33610,,Bưng Cải,Đường,2,,,Thủ Dầu Một,
,33611,,Cách Mạng Tháng Tám,Đường,2,,,Thủ Dầu Một,
,33612,,Cây Đa,Đường,2,,,Thủ Dầu Một,
,33613,,Cây Me,Đường,2,,,Thủ Dầu Một,
,33614,,Cây Viết,Đường,2,,,Thủ Dầu Một,
,33615,,Chánh Lộc,Đường,2,,,Thủ Dầu Một,
,33616,,Chánh Lộc 5,Đường,2,,,Thủ Dầu Một,
,33617,,Chánh Lộc 6,Đường,2,,,Thủ Dầu Một,
,33618,,Chánh Nghĩa,Đường,2,,,Thủ Dầu Một,
,33619,,CN2,Đường,2,,,Thủ Dầu Một,
,33620,,D,Đường,2,,,Thủ Dầu Một,
,33621,,D1,Đường,2,,,Thủ Dầu Một,
,33622,,D10,Đường,2,,,Thủ Dầu Một,
,33623,,D11,Đường,2,,,Thủ Dầu Một,
,33624,,D12,Đường,2,,,Thủ Dầu Một,
,33625,,D13,Đường,2,,,Thủ Dầu Một,
,33626,,D14,Đường,2,,,Thủ Dầu Một,
,33627,,D15,Đường,2,,,Thủ Dầu Một,
,33628,,D17,Đường,2,,,Thủ Dầu Một,
,33629,,D19,Đường,2,,,Thủ Dầu Một,
,33630,,D1B,Đường,2,,,Thủ Dầu Một,
,33631,,D2,Đường,2,,,Thủ Dầu Một,
,33632,,D26,Đường,2,,,Thủ Dầu Một,
,33633,,D27,Đường,2,,,Thủ Dầu Một,
,33634,,D28,Đường,2,,,Thủ Dầu Một,
,33635,,D2A,Đường,2,,,Thủ Dầu Một,
,33636,,D2B,Đường,2,,,Thủ Dầu Một,
,33637,,D3,Đường,2,,,Thủ Dầu Một,
,33638,,D3A,Đường,2,,,Thủ Dầu Một,
,33639,,D4,Đường,2,,,Thủ Dầu Một,
,33640,,D410,Đường,2,,,Thủ Dầu Một,
,33641,,D4A,Đường,2,,,Thủ Dầu Một,
,33642,,D5,Đường,2,,,Thủ Dầu Một,
,33643,,D55,Đường,2,,,Thủ Dầu Một,
,33644,,D6,Đường,2,,,Thủ Dầu Một,
,33645,,D7,Đường,2,,,Thủ Dầu Một,
,33646,,D7A,Đường,2,,,Thủ Dầu Một,
,33647,,D8,Đường,2,,,Thủ Dầu Một,
,33648,,D810,Đường,2,,,Thủ Dầu Một,
,33649,,D9,Đường,2,,,Thủ Dầu Một,
,33650,,DA1,Đường,2,,,Thủ Dầu Một,
,33651,,DA2,Đường,2,,,Thủ Dầu Một,
,33652,,DA7,Đường,2,,,Thủ Dầu Một,
,33653,,Đại Lộ Bình Dương,Đường,2,,,Thủ Dầu Một,
,33654,,Đại Lộ Mỹ Phước,Đường,2,,,Thủ Dầu Một,
,33655,,Dân Chủ,Đường,2,,,Thủ Dầu Một,
,33656,,DB10,Đường,2,,,Thủ Dầu Một,
,33657,,DB11,Đường,2,,,Thủ Dầu Một,
,33658,,DB4,Đường,2,,,Thủ Dầu Một,
,33659,,DB5,Đường,2,,,Thủ Dầu Một,
,33660,,DB6,Đường,2,,,Thủ Dầu Một,
,33661,,DB7,Đường,2,,,Thủ Dầu Một,
,33662,,DB7A,Đường,2,,,Thủ Dầu Một,
,33663,,DB7B,Đường,2,,,Thủ Dầu Một,
,33664,,DB9,Đường,2,,,Thủ Dầu Một,
,33665,,DH410,Đường,2,,,Thủ Dầu Một,
,33666,,Điện Biên Phủ,Đường,2,,,Thủ Dầu Một,
,33667,,Đinh Bộ Lĩnh,Đường,2,,,Thủ Dầu Một,
,33668,,DJ10,Đường,2,,,Thủ Dầu Một,
,33669,,DJ9,Đường,2,,,Thủ Dầu Một,
,33670,,D-N7,Đường,2,,,Thủ Dầu Một,
,33671,,Đoàn Đức Liên,Đường,2,,,Thủ Dầu Một,
,33672,,Đoàn Thị Liên,Đường,2,,,Thủ Dầu Một,
,33673,,Đoàn Trần Nghiệp,Đường,2,,,Thủ Dầu Một,
,33674,,Đồng Cây Viết,Đường,2,,,Thủ Dầu Một,
,33675,,Đồng Khởi,Đường,2,,,Thủ Dầu Một,
,33676,,DS13,Đường,2,,,Thủ Dầu Một,
,33677,,ĐT 741,Đường,2,,,Thủ Dầu Một,
,33678,,ĐT 742,Đường,2,,,Thủ Dầu Một,
,33679,,ĐT 743,Đường,2,,,Thủ Dầu Một,
,33680,,ĐT 744,Đường,2,,,Thủ Dầu Một,
,33681,,ĐT 745,Đường,2,,,Thủ Dầu Một,
,33682,,ĐT 747,Đường,2,,,Thủ Dầu Một,
,33683,,ĐT 747B,Đường,2,,,Thủ Dầu Một,
,33684,,DX,Đường,2,,,Thủ Dầu Một,
,33685,,DX 001,Đường,2,,,Thủ Dầu Một,
,33686,,DX 002,Đường,2,,,Thủ Dầu Một,
,33687,,DX 004,Đường,2,,,Thủ Dầu Một,
,33688,,DX 006,Đường,2,,,Thủ Dầu Một,
,33689,,DX 008,Đường,2,,,Thủ Dầu Một,
,33690,,DX 01,Đường,2,,,Thủ Dầu Một,
,33691,,DX 010,Đường,2,,,Thủ Dầu Một,
,33692,,DX 011,Đường,2,,,Thủ Dầu Một,
,33693,,DX 012,Đường,2,,,Thủ Dầu Một,
,33694,,DX 013,Đường,2,,,Thủ Dầu Một,
,33695,,DX 014,Đường,2,,,Thủ Dầu Một,
,33696,,DX 015,Đường,2,,,Thủ Dầu Một,
,33697,,DX 016,Đường,2,,,Thủ Dầu Một,
,33698,,DX 017,Đường,2,,,Thủ Dầu Một,
,33699,,DX 018,Đường,2,,,Thủ Dầu Một,
,33700,,DX 02,Đường,2,,,Thủ Dầu Một,
,33701,,DX 020,Đường,2,,,Thủ Dầu Một,
,33702,,DX 021,Đường,2,,,Thủ Dầu Một,
,33703,,DX 022,Đường,2,,,Thủ Dầu Một,
,33704,,DX 023,Đường,2,,,Thủ Dầu Một,
,33705,,DX 024,Đường,2,,,Thủ Dầu Một,
,33706,,DX 025,Đường,2,,,Thủ Dầu Một,
,33707,,DX 026,Đường,2,,,Thủ Dầu Một,
,33708,,DX 027,Đường,2,,,Thủ Dầu Một,
,33709,,DX 028,Đường,2,,,Thủ Dầu Một,
,33710,,DX 029,Đường,2,,,Thủ Dầu Một,
,33711,,DX 03,Đường,2,,,Thủ Dầu Một,
,33712,,DX 030,Đường,2,,,Thủ Dầu Một,
,33713,,DX 031,Đường,2,,,Thủ Dầu Một,
,33714,,DX 032,Đường,2,,,Thủ Dầu Một,
,33715,,DX 033,Đường,2,,,Thủ Dầu Một,
,33716,,DX 034,Đường,2,,,Thủ Dầu Một,
,33717,,DX 035,Đường,2,,,Thủ Dầu Một,
,33718,,DX 036,Đường,2,,,Thủ Dầu Một,
,33719,,DX 037,Đường,2,,,Thủ Dầu Một,
,33720,,DX 038,Đường,2,,,Thủ Dầu Một,
,33721,,DX 039,Đường,2,,,Thủ Dầu Một,
,33722,,DX 04,Đường,2,,,Thủ Dầu Một,
,33723,,DX 040,Đường,2,,,Thủ Dầu Một,
,33724,,DX 041,Đường,2,,,Thủ Dầu Một,
,33725,,DX 042,Đường,2,,,Thủ Dầu Một,
,33726,,DX 043,Đường,2,,,Thủ Dầu Một,
,33727,,DX 044,Đường,2,,,Thủ Dầu Một,
,33728,,DX 045,Đường,2,,,Thủ Dầu Một,
,33729,,DX 046,Đường,2,,,Thủ Dầu Một,
,33730,,DX 047,Đường,2,,,Thủ Dầu Một,
,33731,,DX 048,Đường,2,,,Thủ Dầu Một,
,33732,,DX 049,Đường,2,,,Thủ Dầu Một,
,33733,,DX 05,Đường,2,,,Thủ Dầu Một,
,33734,,DX 050,Đường,2,,,Thủ Dầu Một,
,33735,,DX 051,Đường,2,,,Thủ Dầu Một,
,33736,,DX 054,Đường,2,,,Thủ Dầu Một,
,33737,,DX 055,Đường,2,,,Thủ Dầu Một,
,33738,,DX 057,Đường,2,,,Thủ Dầu Một,
,33739,,DX 058,Đường,2,,,Thủ Dầu Một,
,33740,,DX 059,Đường,2,,,Thủ Dầu Một,
,33741,,DX 06,Đường,2,,,Thủ Dầu Một,
,33742,,DX 060,Đường,2,,,Thủ Dầu Một,
,33743,,DX 061,Đường,2,,,Thủ Dầu Một,
,33744,,DX 062,Đường,2,,,Thủ Dầu Một,
,33745,,DX 063,Đường,2,,,Thủ Dầu Một,
,33746,,DX 064,Đường,2,,,Thủ Dầu Một,
,33747,,DX 065,Đường,2,,,Thủ Dầu Một,
,33748,,DX 066,Đường,2,,,Thủ Dầu Một,
,33749,,DX 067,Đường,2,,,Thủ Dầu Một,
,33750,,DX 068,Đường,2,,,Thủ Dầu Một,
,33751,,DX 069,Đường,2,,,Thủ Dầu Một,
,33752,,DX 07,Đường,2,,,Thủ Dầu Một,
,33753,,DX 070,Đường,2,,,Thủ Dầu Một,
,33754,,DX 071,Đường,2,,,Thủ Dầu Một,
,33755,,DX 072,Đường,2,,,Thủ Dầu Một,
,33756,,DX 073,Đường,2,,,Thủ Dầu Một,
,33757,,DX 074,Đường,2,,,Thủ Dầu Một,
,33758,,DX 075,Đường,2,,,Thủ Dầu Một,
,33759,,DX 076,Đường,2,,,Thủ Dầu Một,
,33760,,DX 077,Đường,2,,,Thủ Dầu Một,
,33761,,DX 078,Đường,2,,,Thủ Dầu Một,
,33762,,DX 08,Đường,2,,,Thủ Dầu Một,
,33763,,DX 080,Đường,2,,,Thủ Dầu Một,
,33764,,DX 081,Đường,2,,,Thủ Dầu Một,
,33765,,DX 082,Đường,2,,,Thủ Dầu Một,
,33766,,DX 083,Đường,2,,,Thủ Dầu Một,
,33767,,DX 084,Đường,2,,,Thủ Dầu Một,
,33768,,DX 085,Đường,2,,,Thủ Dầu Một,
,33769,,DX 086,Đường,2,,,Thủ Dầu Một,
,33770,,DX 087,Đường,2,,,Thủ Dầu Một,
,33771,,DX 088,Đường,2,,,Thủ Dầu Một,
,33772,,DX 089,Đường,2,,,Thủ Dầu Một,
,33773,,DX 09,Đường,2,,,Thủ Dầu Một,
,33774,,DX 090,Đường,2,,,Thủ Dầu Một,
,33775,,DX 091,Đường,2,,,Thủ Dầu Một,
,33776,,DX 092,Đường,2,,,Thủ Dầu Một,
,33777,,DX 094,Đường,2,,,Thủ Dầu Một,
,33778,,DX 095,Đường,2,,,Thủ Dầu Một,
,33779,,DX 096,Đường,2,,,Thủ Dầu Một,
,33780,,DX 098,Đường,2,,,Thủ Dầu Một,
,33781,,DX 100,Đường,2,,,Thủ Dầu Một,
,33782,,DX 101,Đường,2,,,Thủ Dầu Một,
,33783,,DX 102,Đường,2,,,Thủ Dầu Một,
,33784,,DX 103,Đường,2,,,Thủ Dầu Một,
,33785,,DX 104,Đường,2,,,Thủ Dầu Một,
,33786,,DX 105,Đường,2,,,Thủ Dầu Một,
,33787,,DX 106,Đường,2,,,Thủ Dầu Một,
,33788,,DX 107,Đường,2,,,Thủ Dầu Một,
,33789,,DX 108,Đường,2,,,Thủ Dầu Một,
,33790,,DX 109,Đường,2,,,Thủ Dầu Một,
,33791,,DX 110,Đường,2,,,Thủ Dầu Một,
,33792,,DX 111,Đường,2,,,Thủ Dầu Một,
,33793,,DX 112,Đường,2,,,Thủ Dầu Một,
,33794,,DX 113,Đường,2,,,Thủ Dầu Một,
,33795,,DX 114,Đường,2,,,Thủ Dầu Một,
,33796,,DX 115,Đường,2,,,Thủ Dầu Một,
,33797,,DX 115/18,Đường,2,,,Thủ Dầu Một,
,33798,,DX 116,Đường,2,,,Thủ Dầu Một,
,33799,,DX 117,Đường,2,,,Thủ Dầu Một,
,33800,,DX 118,Đường,2,,,Thủ Dầu Một,
,33801,,DX 119,Đường,2,,,Thủ Dầu Một,
,33802,,DX 120,Đường,2,,,Thủ Dầu Một,
,33803,,DX 121,Đường,2,,,Thủ Dầu Một,
,33804,,DX 122,Đường,2,,,Thủ Dầu Một,
,33805,,DX 123,Đường,2,,,Thủ Dầu Một,
,33806,,DX 124,Đường,2,,,Thủ Dầu Một,
,33807,,DX 125,Đường,2,,,Thủ Dầu Một,
,33808,,DX 126,Đường,2,,,Thủ Dầu Một,
,33809,,DX 127,Đường,2,,,Thủ Dầu Một,
,33810,,DX 128,Đường,2,,,Thủ Dầu Một,
,33811,,DX 129,Đường,2,,,Thủ Dầu Một,
,33812,,DX 131,Đường,2,,,Thủ Dầu Một,
,33813,,DX 132,Đường,2,,,Thủ Dầu Một,
,33814,,DX 133,Đường,2,,,Thủ Dầu Một,
,33815,,DX 134,Đường,2,,,Thủ Dầu Một,
,33816,,DX 136,Đường,2,,,Thủ Dầu Một,
,33817,,DX 140,Đường,2,,,Thủ Dầu Một,
,33818,,DX 141,Đường,2,,,Thủ Dầu Một,
,33819,,DX 142,Đường,2,,,Thủ Dầu Một,
,33820,,DX 143,Đường,2,,,Thủ Dầu Một,
,33821,,DX 144,Đường,2,,,Thủ Dầu Một,
,33822,,DX 145,Đường,2,,,Thủ Dầu Một,
,33823,,DX 146,Đường,2,,,Thủ Dầu Một,
,33824,,DX 148,Đường,2,,,Thủ Dầu Một,
,33825,,DX 149,Đường,2,,,Thủ Dầu Một,
,33826,,DX 150,Đường,2,,,Thủ Dầu Một,
,33827,,DX 177,Đường,2,,,Thủ Dầu Một,
,33828,,DX 288,Đường,2,,,Thủ Dầu Một,
,33829,,DX 301,Đường,2,,,Thủ Dầu Một,
,33830,,DX 322,Đường,2,,,Thủ Dầu Một,
,33831,,Hai Bà Trưng,Phố,2,,,Thủ Dầu Một,
,33832,,Heo Mọi,Đường,2,,,Thủ Dầu Một,
,33833,,Hiệp An,Đường,2,,,Thủ Dầu Một,
,33834,,Hồ Văn Cống,Đường,2,,,Thủ Dầu Một,
,33835,,Hòa Bình,Đường,2,,,Thủ Dầu Một,
,33836,,Hoàng Hoa Thám,Đường,2,,,Thủ Dầu Một,
,33837,,Hoàng Văn Thụ,Đường,2,,,Thủ Dầu Một,
,33838,,Hùng Vương,Đường,2,,,Thủ Dầu Một,
,33839,,Huỳnh Minh Mương,Đường,2,,,Thủ Dầu Một,
,33840,,Huỳnh Thị Chấu,Đường,2,,,Thủ Dầu Một,
,33841,,Huỳnh Thị Hiếu,Đường,2,,,Thủ Dầu Một,
,33842,,Huỳnh Thúc Kháng,Đường,2,,,Thủ Dầu Một,
,33843,,Huỳnh Văn Cù,Đường,2,,,Thủ Dầu Một,
,33844,,Huỳnh Văn Lũy,Đường,2,,,Thủ Dầu Một,
,33845,,Huỳnh Văn Nghệ,Đường,2,,,Thủ Dầu Một,
,33846,,K48,Đường,2,,,Thủ Dầu Một,
,33847,,K8,Đường,2,,,Thủ Dầu Một,
,33848,,L3,Đường,2,,,Thủ Dầu Một,
,33849,,L9,Đường,2,,,Thủ Dầu Một,
,33850,,Lạc Long Quân,Đường,2,,,Thủ Dầu Một,
,33851,,Lê Chí Dân,Đường,2,,,Thủ Dầu Một,
,33852,,Lê Hoàn,Đường,2,,,Thủ Dầu Một,
,33853,,Lê Hồng Phong,Đường,2,,,Thủ Dầu Một,
,33854,,Lê Lai,Đường,2,,,Thủ Dầu Một,
,33855,,Lê Lợi,Đường,2,,,Thủ Dầu Một,
,33856,,Lê Quý Đôn,Đường,2,,,Thủ Dầu Một,
,33857,,Lê Thị Trung,Đường,2,,,Thủ Dầu Một,
,33858,,Lê Văn Tách,Đường,2,,,Thủ Dầu Một,
,33859,,Liên Phường,Đường,2,,,Thủ Dầu Một,
,33860,,Lò Chén,Đường,2,,,Thủ Dầu Một,
,33861,,Lò Lu,Đường,2,,,Thủ Dầu Một,
,33862,,Lý Thái Tổ,Đường,2,,,Thủ Dầu Một,
,33863,,Lý Thường Kiệt,Phố,2,,,Thủ Dầu Một,
,33864,,Lý Thường Liệt,Đường,2,,,Thủ Dầu Một,
,33865,,Lý Tự Trọng,Đường,2,,,Thủ Dầu Một,
,33866,,M2,Đường,2,,,Thủ Dầu Một,
,33867,,Mai Bá Hương,Đường,2,,,Thủ Dầu Một,
,33868,,Mỹ Phước 1,Đường,2,,,Thủ Dầu Một,
,33869,,Mỹ Phước Tân Vạn,Đường,2,,,Thủ Dầu Một,
,33870,,N,Đường,2,,,Thủ Dầu Một,
,33871,,N1,Đường,2,,,Thủ Dầu Một,
,33872,,N10,Đường,2,,,Thủ Dầu Một,
,33873,,N10A,Đường,2,,,Thủ Dầu Một,
,33874,,N11,Đường,2,,,Thủ Dầu Một,
,33875,,N12,Đường,2,,,Thủ Dầu Một,
,33876,,N13,Đường,2,,,Thủ Dầu Một,
,33877,,N14,Đường,2,,,Thủ Dầu Một,
,33878,,N15,Đường,2,,,Thủ Dầu Một,
,33879,,N16,Đường,2,,,Thủ Dầu Một,
,33880,,N16 Bắc Cường,Đường,2,,,Thủ Dầu Một,
,33881,,N17,Đường,2,,,Thủ Dầu Một,
,33882,,N18,Đường,2,,,Thủ Dầu Một,
,33883,,N19,Đường,2,,,Thủ Dầu Một,
,33884,,N2,Đường,2,,,Thủ Dầu Một,
,33885,,N20,Đường,2,,,Thủ Dầu Một,
,33886,,N22,Đường,2,,,Thủ Dầu Một,
,33887,,N23,Đường,2,,,Thủ Dầu Một,
,33888,,N24A,Đường,2,,,Thủ Dầu Một,
,33889,,N24B,Đường,2,,,Thủ Dầu Một,
,33890,,N25,Đường,2,,,Thủ Dầu Một,
,33891,,N3,Đường,2,,,Thủ Dầu Một,
,33892,,N3A,Đường,2,,,Thủ Dầu Một,
,33893,,N4,Đường,2,,,Thủ Dầu Một,
,33894,,N4A,Đường,2,,,Thủ Dầu Một,
,33895,,N5,Đường,2,,,Thủ Dầu Một,
,33896,,N6,Đường,2,,,Thủ Dầu Một,
,33897,,N7,Đường,2,,,Thủ Dầu Một,
,33898,,N8,Đường,2,,,Thủ Dầu Một,
,33899,,N9,Đường,2,,,Thủ Dầu Một,
,33900,,NA2,Đường,2,,,Thủ Dầu Một,
,33901,,NA6,Đường,2,,,Thủ Dầu Một,
,33902,,Nam Kỳ Khởi Nghĩa,Đường,2,,,Thủ Dầu Một,
,33903,,NB3,Đường,2,,,Thủ Dầu Một,
,33904,,NB4,Đường,2,,,Thủ Dầu Một,
,33905,,NB5,Đường,2,,,Thủ Dầu Một,
,33906,,NB9,Đường,2,,,Thủ Dầu Một,
,33907,,NE3,Đường,2,,,Thủ Dầu Một,
,33908,,Ngô Chí Quốc,Đường,2,,,Thủ Dầu Một,
,33909,,Ngô Gia Tự,Đường,2,,,Thủ Dầu Một,
,33910,,Ngô Quyền,Đường,2,,,Thủ Dầu Một,
,33911,,Ngô Văn Trị,Đường,2,,,Thủ Dầu Một,
,33912,,Nguyễn An Ninh,Đường,2,,,Thủ Dầu Một,
,33913,,Nguyễn Chí Thanh,Đường,2,,,Thủ Dầu Một,
,33914,,Nguyễn Đình Chiểu,Đường,2,,,Thủ Dầu Một,
,33915,,Nguyễn Du,Đường,2,,,Thủ Dầu Một,
,33916,,Nguyễn Đức Thuận,Đường,2,,,Thủ Dầu Một,
,33917,,Nguyễn Huệ,Đường,2,,,Thủ Dầu Một,
,33918,,Nguyễn Thái Bình,Đường,2,,,Thủ Dầu Một,
,33919,,Nguyễn Thái Học,Đường,2,,,Thủ Dầu Một,
,33920,,Nguyễn Thành Vĩnh,Đường,2,,,Thủ Dầu Một,
,33921,,Nguyễn Thị Minh Khai,Đường,2,,,Thủ Dầu Một,
,33922,,Nguyễn Thị Trung,Đường,2,,,Thủ Dầu Một,
,33923,,Nguyễn Trãi,Đường,2,,,Thủ Dầu Một,
,33924,,Nguyễn Tri Phương,Đường,2,,,Thủ Dầu Một,
,33925,,Nguyễn Văn Cừ,Đường,2,,,Thủ Dầu Một,
,33926,,Nguyễn Văn Lên,Đường,2,,,Thủ Dầu Một,
,33927,,Nguyễn Văn Linh,Đường,2,,,Thủ Dầu Một,
,33928,,Nguyễn Văn Lộng,Đường,2,,,Thủ Dầu Một,
,33929,,Nguyễn Văn Phúc,Đường,2,,,Thủ Dầu Một,
,33930,,Nguyễn Văn Thành,Đường,2,,,Thủ Dầu Một,
,33931,,Nguyễn Văn Tiết,Đường,2,,,Thủ Dầu Một,
,33932,,Nguyễn Văn Trỗi,Đường,2,,,Thủ Dầu Một,
,33933,,Nguyệt Quế 9-16,Đường,2,,,Thủ Dầu Một,
,33934,,NJ9,Đường,2,,,Thủ Dầu Một,
,33935,,NK3,Đường,2,,,Thủ Dầu Một,
,33936,,NT9,Đường,2,,,Thủ Dầu Một,
,33937,,PCB36,Đường,2,,,Thủ Dầu Một,
,33938,,Phạm Ngọc Thạch,Đường,2,,,Thủ Dầu Một,
,33939,,Phạm Ngũ Lão,Đường,2,,,Thủ Dầu Một,
