address_id,address_service_id,address_name,address_service_name,address_type,address_service_prefix,address_parent,address-service_parent, Simillar,,NOTE
34885,20860,Kim Quan,Kim Quan,2,Đường,Long Biên,Long Biên,1,,
3936,20862,Lâm Du,Lâm Du,2,Đường,Long Biên,Long Biên,1,,
18238,20863,Lâm Hạ,Lâm Hạ,2,Đường,Long Biên,Long Biên,1,,
259,20868,Long Biên 1,Long Biên 1,2,Đường,Long Biên,Long Biên,1,,
254,20869,Long Biên 2,Long Biên 2,2,Đường,Long Biên,Long Biên,1,,
35382,20870,Lưu Khánh Đàm,Lưu Khánh Đàm,2,Đường,Long Biên,Long Biên,1,,
18561,20871,Lý Sơn,Lý Sơn,2,Đường,Long Biên,Long Biên,1,,
981,20874,Nam Đuống,Nam Đuống,2,Đường,Long Biên,Long Biên,1,,
252,20875,Ngô Gia Khảm,Ngô Gia Khảm,2,Đường,Long Biên,Long Biên,1,,
238,20876,Ngô Gia Tự,Ngô Gia Tự,2,Đường,Long Biên,Long Biên,1,,
239,20878,Ngọc Lâm,Ngọc Lâm,2,Đường,Long Biên,Long Biên,1,,
240,20879,Ngọc Thụy,Ngọc Thụy,2,Đường,Long Biên,Long Biên,1,,
250,20881,Nguyễn Cao Luyện,Nguyễn Cao Luyện,2,Đường,Long Biên,Long Biên,1,,
251,20884,Nguyễn Sơn,Nguyễn Sơn,2,Đường,Long Biên,Long Biên,1,,
243,20886,Nguyễn Văn Cừ,Nguyễn Văn Cừ,2,Đường,Long Biên,Long Biên,1,,
24033,20887,Nguyễn Văn Hưởng,Nguyễn Văn Hưởng,2,Đường,Long Biên,Long Biên,1,,
241,20888,Nguyễn Văn Linh,Nguyễn Văn Linh,2,Đường,Long Biên,Long Biên,1,,
35318,20889,Nguyệt Quế,Nguyệt Quế,2,Đường,Long Biên,Long Biên,1,,
249,20950,Ô Cách,Ô Cách,2,Đường,Long Biên,Long Biên,1,,
18556,20952,Phố Trạm,Phố Trạm,2,Đường,Long Biên,Long Biên,1,,
35322,20953,Phong Lan,Phong Lan,2,Đường,Long Biên,Long Biên,1,,
248,20962,Phú Viên,Phú Viên,2,Đường,Long Biên,Long Biên,1,,
1065,20963,Phúc Đồng,Phúc Đồng,2,Đường,Long Biên,Long Biên,1,,
3934,20964,Phúc Lợi,Phúc Lợi,2,Đường,Long Biên,Long Biên,1,,
257,20969,Tân Thụy,Tân Thụy,2,Đường,Long Biên,Long Biên,1,,
256,20970,Thạch Bàn,Thạch Bàn,2,Đường,Long Biên,Long Biên,1,,
255,20972,Thanh Am,Thanh Am,2,Đường,Long Biên,Long Biên,1,,
236,20978,Thượng Thanh,Thượng Thanh,2,Đường,Long Biên,Long Biên,1,,
902,20980,Tình Quang,Tình Quang,2,Đường,Long Biên,Long Biên,1,,
1009,20982,Trường Lâm,Trường Lâm,2,Đường,Long Biên,Long Biên,1,,
246,20984,Tư Đình,Tư Đình,2,Đường,Long Biên,Long Biên,1,,
244,20995,Vạn Hạnh,Vạn Hạnh,2,Đường,Long Biên,Long Biên,1,,
231,20998,Vũ Xuân Thiều,Vũ Xuân Thiều,2,Đường,Long Biên,Long Biên,1,,
3910,21000,Xuân Đỗ,Xuân Đỗ,2,Đường,Long Biên,Long Biên,1,,
2215,13182,Bình Lợi,Bình Lợi,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2216,13183,Bình Quới,Bình Quới,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2217,13184,Bùi Đình Túy,Bùi Đình Túy,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2218,13185,Bùi Hữu Nghĩa,Bùi Hữu Nghĩa,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2220,13189,Chu Văn An,Chu Văn An,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2221,13190,Công Trường Hòa Bình,Công Trường Hoà Bình,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2223,13199,Diên Hồng,Diên Hồng,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2226,13200,Đinh Bộ Lĩnh,Đinh Bộ Lĩnh,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2227,13203,Đống Đa,Đống Đa,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
3787,13209,Hoàng Hoa Thám,Hoàng Hoa Thám,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2229,13212,Huỳnh Đình Hai,Huỳnh Đình Hai,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2230,13213,Huỳnh Mẫn Đạt,Huỳnh Mẫn Đạt,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2233,13215,Lam Sơn,Lam Sơn,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2234,13216,Lê Quang Định,Lê Quang Định,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2213,13224,Miếu Nổi,Miếu Nổi,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2239,13226,Ngô Đức Kế,Ngô Đức Kế,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
3792,13232,Nguyễn Công Trứ,Nguyễn Công Trứ,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
3793,13234,Nguyễn Cửu Vân,Nguyễn Cửu Vân,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2242,13237,Nguyên Hồng,Nguyên Hồng,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
3797,13242,Nguyễn Huy Tưởng,Nguyễn Huy Tưởng,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
3798,13243,Nguyễn Khuyến,Nguyễn Khuyến,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
3799,13244,Nguyễn Lâm,Nguyễn Lâm,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
3800,13245,Nguyễn Ngọc Phương,Nguyễn Ngọc Phương,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
3803,13249,Nguyễn Thượng Hiền,Nguyễn Thượng Hiền,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
3804,13250,Nguyễn Trung Trực,Nguyễn Trung Trực,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
3806,13251,Nguyễn Văn Đậu,Nguyễn Văn Đậu,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
3809,13254,Nguyễn Xuân Ôn,Nguyễn Xuân Ôn,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2243,13255,Nơ Trang Long,Nơ Trang Long,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2245,13258,Phạm Viết Chánh,Phạm Viết Chánh,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2247,13261,Phan Chu Trinh,Phan Chu Trinh,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2250,13264,Phan Văn Hân,Phan Văn Hân,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2251,13265,Phan Văn Trị,Phan Văn Trị,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2254,13269,Phú Mỹ,Phú Mỹ,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2255,13294,Tăng Bạt Hổ,Tăng Bạt Hổ,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2256,13295,Thanh Đa,Thanh Đa,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2258,13298,Trần Bình Trọng,Trần Bình Trọng,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2259,13300,Trần Kế Xương,Trần Kế Xương,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
3810,13303,Trần Văn Kỷ,Trần Văn Kỷ,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2263,13311,Ung Văn Khiêm,Ung Văn Khiêm,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2265,13313,Võ Duy Ninh,Võ Duy Ninh,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2266,13314,Võ Trường Toản,Võ Trường Toản,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2267,13315,Vũ Huy Tấn,Vũ Huy Tấn,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2269,13317,Vũ Tùng,Vũ Tùng,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
2270,13318,Xô Viết Nghệ Tĩnh,Xô Viết Nghệ Tĩnh,2,Đường,Quận Bình Thạnh,Bình Thạnh,1,,
34869,21572,30/4,30/4,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30738,21579,An Hoà 1,An Hoà 1,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30774,21580,An Hoà 10,An Hòa 10,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30778,21581,An Hoà 11,An Hòa 11,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30782,21582,An Hoà 12,An Hòa 12,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30742,21583,An Hoà 2,An Hòa 2,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30746,21584,An Hoà 3,An Hòa 3,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30750,21585,An Hoà 4,An Hòa 4,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30754,21586,An Hoà 5,An Hòa 5,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30758,21587,An Hoà 6,An Hòa 6,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30762,21588,An Hoà 7,An Hòa 7,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30766,21589,An Hoà 8,An Hòa 8,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30770,21590,An Hoà 9,An Hòa 9,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30038,21593,Bắc Sơn,Bắc Sơn,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30474,21594,Bãi Sậy,Bãi Sậy,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30886,21602,Bàu Gia Thượng 1,Bàu Gia Thượng 1,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30890,21603,Bàu Gia Thượng 2,Bàu Gia Thượng 2,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30894,21604,Bàu Gia Thượng 3,Bàu Gia Thượng 3,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30394,21606,Bàu Tràm 1,Bàu Tràm 1,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30398,21607,Bàu Tràm 2,Bàu Tràm 2,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30402,21608,Bàu Tràm 3,Bàu Tràm 3,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30522,21612,Bình Hoà 1,Bình Hòa 1,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30558,21613,Bình Hoà 10,Bình Hòa 10,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30562,21614,Bình Hoà 11,Bình Hòa 11,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30566,21615,Bình Hoà 12,Bình Hòa 12,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30570,21616,Bình Hoà 14,Bình Hòa 14,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30526,21618,Bình Hoà 2,Bình Hòa 2,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30530,21619,Bình Hoà 3,Bình Hòa 3,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30534,21620,Bình Hoà 4,Bình Hòa 4,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30538,21621,Bình Hoà 5,Bình Hoà 5,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30542,21622,Bình Hoà 6,Bình Hòa 6,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30546,21623,Bình Hoà 7,Bình Hòa 7,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30550,21624,Bình Hoà 8,Bình Hòa 8,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30554,21625,Bình Hoà 9,Bình Hòa 9,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30898,21626,Bình Thái 1,Bình Thái 1,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30902,21627,Bình Thái 2,Bình Thái 2,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30906,21628,Bình Thái 3,Bình Thái 3,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30910,21629,Bình Thái 4,Bình Thái 4,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30158,21631,Bùi Giáng,Bùi Giáng,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
34829,21634,Bùi Kỷ,Bùi Kỷ,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30186,21635,Bùi Tấn Diên,Bùi Tấn Diên,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30186,21636,Bùi Tấn Diên,Bùi Tấn Diện,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30798,21637,Bùi Vịnh,Bùi Vịnh,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30610,21640,Bùi Xương Trạch,Bùi Xương Trạch,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30430,21642,Cách Mạng Tháng Tám,Cách Mạng Tháng Tám,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
34561,21643,Cẩm Bắc,Cẩm Bắc,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30842,21644,Cẩm Bắc 1,Cẩm Bắc 1,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30878,21645,Cẩm Bắc 10,Cẩm Bắc 10,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30882,21646,Cẩm Bắc 11,Cẩm Bắc 11,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30846,21648,Cẩm Bắc 2,Cẩm Bắc 2,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30850,21649,Cẩm Bắc 3,Cẩm Bắc 3,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30854,21650,Cẩm Bắc 4,Cẩm Bắc 4,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30858,21651,Cẩm Bắc 5,Cẩm Bắc 5,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30866,21653,Cẩm Bắc 7,Cẩm Bắc 7,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30870,21654,Cẩm Bắc 8,Cẩm Bắc 8,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31182,21656,Cẩm Chánh 1,Cẩm Chánh 1,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31186,21657,Cẩm Chánh 2,Cẩm Chánh 2,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31190,21658,Cẩm Chánh 3,Cẩm Chánh 3,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31194,21659,Cẩm Chánh 4,Cẩm Chánh 4,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31198,21660,Cẩm Chánh 5,Cẩm Chánh 5,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
34597,21661,Cẩm Nam,Cẩm Nam,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31578,21662,Cẩm Nam 1,Cẩm Nam 1,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31586,21663,Cẩm Nam 2,Cẩm Nam 2,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31582,21664,Cẩm Nam 3,Cẩm Nam 3,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31590,21665,Cẩm Nam 4,Cẩm Nam 4,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31594,21666,Cẩm Nam 5,Cẩm Nam 5,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31598,21667,Cẩm Nam 6,Cẩm Nam 6,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31602,21668,Cẩm Nam 7,Cẩm Nam 7,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30074,21673,Cao Sơn Pháo,Cao Sơn Pháo,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30438,21675,Cao Xuân huy,Cao Xuân Huy,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30442,21678,Chu Mạnh Trinh,Chu Mạnh Trinh,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
34585,21679,Cổ Mân Cúc,Cổ Mân Cúc,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31678,21680,Cổ Mân Cúc 1,Cổ Mân Cúc 1,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31682,21681,Cổ Mân Cúc 2,Cổ Mân Cúc 2,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31686,21682,Cổ Mân Cúc 3,Cổ Mân Cúc 3,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31622,21693,Cồn Dầu 1,Cồn Dầu 1,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31658,21694,Cồn Dầu 10,Cồn Dầu 10,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31626,21695,Cồn Dầu 2,Cồn Dầu 2,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31630,21696,Cồn Dầu 3,Cồn Dầu 3,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31634,21697,Cồn Dầu 4,Cồn Dầu 4,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31638,21698,Cồn Dầu 5,Cồn Dầu 5,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31642,21699,Cồn Dầu 6,Cồn Dầu 6,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31646,21700,Cồn Dầu 7,Cồn Dầu 7,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31650,21701,Cồn Dầu 8,Cồn Dầu 8,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31654,21702,Cồn Dầu 9,Cồn Dầu 9,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30982,21703,Cống Quỳnh,Cống Quỳnh,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31378,21709,Đặng Đức Siêu,Đặng Đức Siêu,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31346,21710,Đặng Hoà,Đặng Hòa,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31358,21711,Đặng Nhơn,Đặng Nhơn,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30062,21712,Đặng Như Mai,Đặng Như Mai,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
35021,21714,Đặng Văn Ngữ,Đặng Văn Ngữ,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30466,21715,Đặng Xuân Bảng,Đặng Xuân Bảng,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30934,21719,Đinh Châu,Đinh Châu,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30154,21722,Đinh Nhật Tân,Đinh Nhật Tân,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31150,21723,Đinh Văn Chấp,Đinh Văn Chấp,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31122,21724,Đỗ Đăng Đệ,Đỗ Đăng Đệ,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30634,21725,Đỗ Đăng Tuyển,Đỗ Đăng Tuyển,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31214,21726,Đô Đốc Bảo,Đô Đốc Bảo,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31406,21727,Đô Đốc Lân,Đô Đốc Lân,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31266,21728,Đô Đốc Lộc,Đô Đốc Lộc,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31250,21729,Đô Đốc Tuyết,Đô Đốc Tuyết,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30486,21730,Đỗ Thúc Tịnh,Đỗ Thúc Tịnh,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30126,21732,Đoàn Hữu Trưng,Đoàn Hữu Trưng,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31318,21733,Đoàn Ngọc Nhạc,Đoàn Ngọc Nhạc,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30810,21734,Đoàn Nguyễn Thục,Đoàn Nguyễn Thục,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31382,21735,Đoàn Nguyễn Tuấn,Đoàn Nguyễn Tuấn,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30642,21737,Đội Cung,Đội Cung,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31450,21746,Dương Bá Cung,Dương Bá Cung,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31350,21747,Dương Đức Nhan,Dương Đức Nhan,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31310,21748,Dương Loan,Dương Loan,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30450,21749,Dương Quảng Hàm,Dương Quảng Hàm,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31238,21750,Hà Duy Phiên,Hà Duy Phiên,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30418,21751,Hà Huy Giáp,Hà Huy Giáp,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30818,21753,Hà Mục,Hà Mục,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30614,21754,Hà Tông Quyền,Hà Tông Quyền,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30490,21755,Hà Văn Trí,Hà Văn Trí,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30718,21762,Hồ Đắc Di,Hồ Đắc Di,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30470,21764,Hồ Nguyên Trừng,Hồ Nguyên Trừng,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31154,21765,Hồ Phi Tích,Hồ Phi Tích,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
35105,21767,Hồ Sỹ Dương,Hồ Sỹ Dương,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31142,21768,Hồ Trung Lượng,Hồ Trung Lượng,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31362,21769,Hồ Tỵ,Hồ Tỵ,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30086,21771,Hoà An 2,Hòa An 2,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30090,21772,Hoà An 3,Hòa An 3,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30094,21773,Hoà An 4,Hòa An 4,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30098,21774,Hoà An 5,Hoà An 5,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30102,21775,Hoà An 6,Hòa An 6,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30114,21778,Hoà An 9,Hòa An 9,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30462,21779,Hoá Mỹ,Hóa Mỹ,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30306,21780,Hoà Nam 1,Hòa Nam 1,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30310,21781,Hoà Nam 2,Hòa Nam 2,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30314,21782,Hoà Nam 3,Hòa Nam 3,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30318,21783,Hoà Nam 4,Hòa Nam 4,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30322,21784,Hoà Nam 5,Hòa Nam 5,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30330,21785,Hoà Nam 6,Hòa Nam 6,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30838,21788,Hoàng Bình Chính,Hoàng Bính Chính,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31390,21789,Hoàng Châu Ký,Hoàng Châu Ký,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31254,21790,Hoàng Đạo Thành,Hoàng Đạo Thành,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31258,21793,Hoàng Đình Ái,Hoàng Đình Ái,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30498,21794,Hoàng Dư Khương,Hoàng Dư Khương,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
35488,21796,Hoàng Minh Giám,Hoàng Minh Giám,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30058,21800,Hoàng Tăng Bí,Hoàng Tăng Bí,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30710,21804,Hoàng Xuân Hãn,Hoàng Xuân Hãn,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31422,21809,Huỳnh Tịnh Của,Huỳnh Tịnh Của,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31386,21810,Huỳnh Xuân Nhị,Huỳnh Xuân Nhị,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31262,21813,Khương Hữu Dụng,Khương Hữu Dụng,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31398,21814,Kiều Phụng,Kiều Phụng,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30290,21815,Lâm Nhĩ,Lâm Nhĩ,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30922,21818,Lê Cao Lãng,Lê Cao Lãng,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30598,21819,Lê Đại Hành,Lê Đại Hành,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31458,21820,Lê Đỉnh,Lê Đình,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31458,21821,Lê Đỉnh,Lê Đỉnh,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31226,21822,Lê Đình Diên,Lê Đình Diên,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30174,21823,Lê Đình Kỵ,Lê Đình Kỵ,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30790,21825,Lê Duy Lương,Lê Duy Lương,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30190,21826,Lê Hiến Mai,Lê Hiến Mai,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30806,21828,Lê Kim Lăng,Lê Kim Lăng,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
30482,21830,Lê Ngân,Lê Ngân,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31326,21831,Lê Quảng Ba,Lê Quảng Ba,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
31118,21832,Lê Quảng Chí,Lê Quảng Chí,2,Đường,Quận Cẩm Lệ,Cẩm Lệ,1,,
