address_id,address_service_id,NOTE,Fillter,address_name,address_service_name,address_parent,address_type,address_service_prefix,address-service_parent, Simillar
22320,9459,,VV,xã Gia Ph?,Gia Ph?,Huy?n H??ng Khê,1,Xã,H??ng Khê,1
22312,9460,,VV,xã Hà Linh,Hà Linh,Huy?n H??ng Khê,1,Xã,H??ng Khê,1
22316,9461,,VV,xã Hòa H?i,Hoà H?i,Huy?n H??ng Khê,1,Xã,H??ng Khê,1
22317,9462,,VV,xã H??ng Bình,H??ng Bình,Huy?n H??ng Khê,1,Xã,H??ng Khê,1
22329,9463,,VV,xã H??ng ?ô,H??ng ?ô,Huy?n H??ng Khê,1,Xã,H??ng Khê,1
22318,9464,,VV,xã H??ng Giang,H??ng Giang,Huy?n H??ng Khê,1,Xã,H??ng Khê,1
22331,9466,,VV,xã H??ng Lâm,H??ng Lâm,Huy?n H??ng Khê,1,Xã,H??ng Khê,1
22332,9467,,VV,xã H??ng Liên,H??ng Liên,Huy?n H??ng Khê,1,Xã,H??ng Khê,1
22321,9468,,VV,xã H??ng Long,H??ng Long,Huy?n H??ng Khê,1,Xã,H??ng Khê,1
22319,9469,,VV,xã H??ng Th?y,H??ng Thu?,Huy?n H??ng Khê,1,Xã,H??ng Khê,1
22334,9470,,VV,xã H??ng Trà,H??ng Trà,Huy?n H??ng Khê,1,Xã,H??ng Khê,1
22333,9471,,VV,xã H??ng Tr?ch,H??ng Tr?ch,Huy?n H??ng Khê,1,Xã,H??ng Khê,1
22323,9472,,VV,xã H??ng V?nh,H??ng V?nh,Huy?n H??ng Khê,1,Xã,H??ng Khê,1
22324,9473,,VV,xã H??ng Xuân,H??ng Xuân,Huy?n H??ng Khê,1,Xã,H??ng Khê,1
22327,9474,,VV,xã L?c Yên,L?c Yên,Huy?n H??ng Khê,1,Xã,H??ng Khê,1
22322,9475,,VV,xã Phú Gia,Phú Gia,Huy?n H??ng Khê,1,Xã,H??ng Khê,1
22326,9476,,VV,xã Phú Phong,Phú Phong,Huy?n H??ng Khê,1,Xã,H??ng Khê,1
22313,9458,,VV,xã Phúc ??ng, Phúc ??ng,Huy?n H??ng Khê,1,Xã,H??ng Khê,0.952
22330,9477,,VV,xã Phúc Tr?ch,Phúc Tr?ch,Huy?n H??ng Khê,1,Xã,H??ng Khê,1
22315,9478,,VV,xã Ph??ng ?i?n,Ph??ng ?i?n,Huy?n H??ng Khê,1,Xã,H??ng Khê,1
22314,9479,,VV,xã Ph??ng M?,Ph??ng M?,Huy?n H??ng Khê,1,Xã,H??ng Khê,1
21264,9481,,VV,th? tr?n Ph? Châu,Ph? Châu,Huy?n H??ng S?n,1,Th? tr?n,H??ng S?n,1
21265,9511,,VV,th? tr?n Tây S?n,Tây S?n,Huy?n H??ng S?n,1,Th? tr?n,H??ng S?n,1
21266,9482,,VV,xã S?n An,S?n An,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21267,9483,,VV,xã S?n B?ng,S?n B?ng,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21268,9484,,VV,xã S?n Bình,S?n Bình,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21269,9485,,VV,xã S?n Châu,S?n Châu,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21270,9486,,VV,xã S?n Di?m,S?n Di?m,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21272,9487,,VV,xã S?n Giang,S?n Giang,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21273,9488,,VV,xã S?n Hà,S?n Hà,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21274,9489,,VV,xã S?n Hàm,S?n Hàm,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21275,9490,,VV,xã S?n Hòa,S?n Hòa,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21276,9491,,VV,xã S?n H?ng,S?n H?ng,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21277,9492,,VV,xã S?n Kim 1 ,S?n Kim 1,Huy?n H??ng S?n,1,Xã,H??ng S?n,0.952
21278,9493,,VV,xã S?n Kim 2,S?n Kim 2,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21279,9494,,VV,xã S?n Lâm,S?n Lâm,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21280,9495,,VV,xã S?n L?,S?n L?,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21281,9496,,VV,xã S?n L?nh,S?n L?nh,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21282,9497,,VV,xã S?n Long,S?n Long,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21283,9498,,VV,xã S?n Mai,S?n Mai,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21271,9499,,VV,xã S?n M?,S?n M?,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21284,9500,,VV,xã S?n Ninh,S?n Ninh,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21285,9501,,VV,xã S?n Phú,S?n Phú,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21286,9480,,VV,xã S?n Phúc, S?n Phúc,Huy?n H??ng S?n,1,Xã,H??ng S?n,0.947
21287,9502,,VV,xã S?n Quang,S?n Quang,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21288,9503,,VV,xã S?n Tân,S?n Tân,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21289,9504,,VV,xã S?n Tây,S?n Tây,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21290,9505,,VV,xã S?n Th?nh,S?n Th?nh,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21292,9506,,VV,xã S?n Th?y,S?n Th?y,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21293,9507,,VV,xã S?n Ti?n,S?n Ti?n,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21294,9508,,VV,xã S?n Trà,S?n Trà,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
21295,9509,,VV,xã S?n Trung,S?n Trung,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
22310,9510,,VV,xã S?n Tr??ng,S?n Tr??ng,Huy?n H??ng S?n,1,Xã,H??ng S?n,1
19074,11414,,VV,th? tr?n H?u L?ng,H?u L?ng,Huy?n H?u L?ng,1,Th? tr?n,H?u L?ng,1
19075,11404,,VV,xã Cai Kinh,Cai Kinh,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19076,11405,,VV,xã ?ô L??ng,?ô L??ng,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19077,11406,,VV,xã ??ng Tân,??ng Tân,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19078,11407,,VV,xã ??ng Ti?n,??ng Ti?n,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19079,11408,,VV,xã H? S?n,H? S?n,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19080,11409,,VV,xã Hòa Bình,Hòa Bình,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19081,11410,,VV,xã Hòa L?c,Hòa L?c,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19082,11411,,VV,xã Hòa S?n,Hòa S?n,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19083,11412,,VV,xã Hòa Th?ng,Hòa Th?ng,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19084,11413,,VV,xã H?u Liên,H?u Liên,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19085,11415,,VV,xã Minh Hòa,Minh Hòa,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19086,11416,,VV,xã Minh S?n,Minh S?n,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19087,11417,,VV,xã Minh Ti?n,Minh Ti?n,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19088,11418,,VV,xã Nh?t Ti?n,Nh?t Ti?n,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19089,11419,,VV,xã Quy?t Th?ng,Quy?t Th?ng,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19090,11420,,VV,xã S?n Hà,S?n Hà,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19091,11421,,VV,xã Tân L?p,Tân L?p,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19092,11422,,VV,xã Tân Thành,Tân Thành,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19093,11423,,VV,xã Thanh S?n,Thanh S?n,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19094,11424,,VV,xã Thi?n K?,Thi?n Ky,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19095,11425,,VV,xã Vân Nham,Vân Nham,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19096,11426,,VV,xã Yên Bình,Yên Bình,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19097,11427,,VV,xã Yên S?n,Yên S?n,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
19099,11429,,VV,xã Yên V??ng,Yên V??ng,Huy?n H?u L?ng,1,Xã,H?u L?ng,1
14655,11428,,VV,Yên Th?nh,Yên Th?nh,Huy?n H?u L?ng,1,Th? tr?n,H?u L?ng,0.9
15912,5589,,VV,Th? tr?n Ia Kha,Ia Kha,Huy?n Ia Grai,1,Th? tr?n,Ia Grai,1
15913,5584,,VV,Xã Ia B?,Ia Bá,Huy?n Ia Grai,1,Xã,Ia Grai,1
15914,5585,,VV,Xã Ia Chia,Ia Chia,Huy?n Ia Grai,1,Xã,Ia Grai,1
15915,5586,,VV,Xã Ia Dêr,Ia Dêr,Huy?n Ia Grai,1,Xã,Ia Grai,1
15916,5587,,VV,Xã Ia Gr?ng,Ia Gr?ng,Huy?n Ia Grai,1,Xã,Ia Grai,1
15917,5588,,VV,Xã Ia Hrung,Ia Hrung,Huy?n Ia Grai,1,Xã,Ia Grai,1
15918,5590,,VV,Xã Ia Khai ,Ia Khai,Huy?n Ia Grai,1,Xã,Ia Grai,0.941
15919,5591,,VV,Xã Ia KRai ,Ia Krai,Huy?n Ia Grai,1,Xã,Ia Grai,0.941
15920,5592,,VV,Xã Ia O,Ia O,Huy?n Ia Grai,1,Xã,Ia Grai,1
15921,5593,,VV,Xã Ia P?ch,Ia P?ch,Huy?n Ia Grai,1,Xã,Ia Grai,1
15922,5594,,VV,Xã Ia Sao,Ia Sao,Huy?n Ia Grai,1,Xã,Ia Grai,1
15923,5595,,VV,Xã Ia Tô ,Ia Tô,Huy?n Ia Grai,1,Xã,Ia Grai,0.923
15924,5596,,VV,Xã Ia Yok,Ia Yok,Huy?n Ia Grai,1,Xã,Ia Grai,1
19408,9912,,VV,Xã Ia ?al,Ia ?al,Huy?n Ia H'Drai,1,Xã,Ia H'Drai,1
19407,9913,,VV,Xã Ia Dom,Ia Dom,Huy?n Ia H'Drai,1,Xã,Ia H'Drai,1
19409,9914,,VV,Xã Ia T?i,Ia T?i,Huy?n Ia H'Drai,1,Xã,Ia H'Drai,1
19280,5597,,VV,Xã Ch? M?,Ch? M?,Huy?n Ia Pa,1,Xã,Ia Pa,1
19290,5598,,VV,Xã Ch? R?ng,Ch? R?ng,Huy?n Ia Pa,1,Xã,Ia Pa,1
19283,5600,,VV,Xã Ia Kd?m,Ia Kd?m,Huy?n Ia Pa,1,Xã,Ia Pa,1
19287,5601,,VV,Xã Ia Mr?n,Ia Mr?n,Huy?n Ia Pa,1,Xã,Ia Pa,1
19286,5603,,VV,Xã Ia Trôk,Ia Trôk,Huy?n Ia Pa,1,Xã,Ia Pa,1
19284,5604,,VV,Xã Ia Tul,Ia Tul,Huy?n Ia Pa,1,Xã,Ia Pa,1
19291,5605,,VV,Xã Kim Tân,Kim Tân,Huy?n Ia Pa,1,Xã,Ia Pa,1
19289,5606,,VV,Xã P? Tó,P? tó,Huy?n Ia Pa,1,Xã,Ia Pa,1
19282,5599,,VV,Xã Xã Ia Bro?i,Ia Bro?i,Huy?n Ia Pa,1,Xã,Ia Pa,0.947
19351,5611,,VV,Th? tr?n KBang,KBang,Huy?n KBang,1,Th? tr?n,KBang,1
19361,5607,,VV,Xã ??k Hl?,??k HL?,Huy?n KBang,1,Xã,KBang,1
19352,5608,,VV,Xã ??k Rong,??k Rong,Huy?n KBang,1,Xã,KBang,1
19363,5609,,VV,Xã ?ak Smar,??k Smar,Huy?n KBang,1,Xã,KBang,1
19364,5610,,VV,Xã ?ông,?ông,Huy?n KBang,1,Xã,KBang,1
19362,5614,,VV,Xã Kông B? La,Kông PLa,Huy?n KBang,1,Xã,KBang,0.8
19360,5613,,VV,Xã Kông L?ng Kh?ng,Kông L?ng Kh?ng,Huy?n KBang,1,Xã,KBang,1
19355,5615,,VV,Xã Krong,KRong,Huy?n KBang,1,Xã,KBang,1
19357,5616,,VV,Xã L? Ku,L? Ku,Huy?n KBang,1,Xã,KBang,1
19358,5617,,VV,Xã Ngh?a An,Ngh?a An,Huy?n KBang,1,Xã,KBang,1
19356,5618,,VV,Xã S? Pai,S? Pai,Huy?n KBang,1,Xã,KBang,1
19353,5619,,VV,Xã S?n Lang,S?n Lang,Huy?n KBang,1,Xã,KBang,1
19359,5620,,VV,Xã T? Tung,T? Tung,Huy?n KBang,1,Xã,KBang,1
7622,9784,,VV,An L?c Tây,An L?c Tây,Huy?n K? Sách,1,Xã,K? Sách,0.952
7623,9785,,VV,An L?c Thôn,An L?c Thôn,Huy?n K? Sách,1,Xã,K? Sách,0.957
7618,9786,,VV,An M?,An M?,Huy?n K? Sách,1,Xã,K? Sách,0.909
7624,9787,,VV,Ba Trinh,Ba Trinh,Huy?n K? Sách,1,Xã,K? Sách,0.941
7626,9789,,VV,K? An,K? An,Huy?n K? Sách,1,Xã,K? Sách,0.909
7627,9791,,VV,K? Thành,K? Thành,Huy?n K? Sách,1,Xã,K? Sách,0.941
7619,9792,,VV,Nh?n M?,Nh?n M?,Huy?n K? Sách,1,Xã,K? Sách,0.933
20753,9790,,VV,Th? tr?n K? Sách,K? Sách,Huy?n K? Sách,1,Th? tr?n,K? Sách,1
7620,9794,,VV,Th?i An H?i,Th?i An H?i,Huy?n K? Sách,1,Xã,K? Sách,0.957
7628,9795,,VV,Trinh Phú,Trinh Phú,Huy?n K? Sách,1,Xã,K? Sách,0.947
20766,9793,,VV,Xã Phong N?m,Phong N?m,Huy?n K? Sách,1,Xã,K? Sách,1
7621,9796,,VV,Xuân Hòa,Xuân Hòa,Huy?n K? Sách,1,Xã,K? Sách,0.941
17682,2069,,VV,Th? tr?n Tô H?p  ,Tô H?p,Huy?n Khánh S?n,1,Th? tr?n,Khánh S?n,0.889
17686,2062,,VV,Xã Ba C?m B?c ,Ba C?m B?c,Huy?n Khánh S?n,1,Xã,Khánh S?n,0.957
17684,2063,,VV,Xã Ba C?m Nam   ,Ba C?m Nam,Huy?n Khánh S?n,1,Xã,Khánh S?n,0.88
17692,2064,,VV,Xã S?n Bình,S?n Bình,Huy?n Khánh S?n,1,Xã,Khánh S?n,1
17690,2065,,VV,Xã S?n Hi?p,S?n Hi?p,Huy?n Khánh S?n,1,Xã,Khánh S?n,1
17695,2066,,VV,Xã S?n Lâm,S?n Lâm,Huy?n Khánh S?n,1,Xã,Khánh S?n,1
17689,2067,,VV,Xã S?n Trung   ,S?n Trung,Huy?n Khánh S?n,1,Xã,Khánh S?n,0.87
17694,2068,,VV,Xã Thành S?n ,Thành S?n,Huy?n Khánh S?n,1,Xã,Khánh S?n,0.952
19688,2080,,VV,Th? tr?n Khánh V?nh,Khánh V?nh,Huy?n Khánh V?nh,1,Th? tr?n,Khánh V?nh,1
19704,2070,,VV,Xã C?u Bà,C?u Bà,Huy?n Khánh V?nh,1,Xã,Khánh V?nh,1
19689,2071,,VV,Xã Giang Ly,Giang Ly,Huy?n Khánh V?nh,1,Xã,Khánh V?nh,1
19695,2072,,VV,Xã Khánh Bình,Khánh Bình,Huy?n Khánh V?nh,1,Xã,Khánh V?nh,1
19693,2073,,VV,Xã Khánh ?ông,Khánh ?ông,Huy?n Khánh V?nh,1,Xã,Khánh V?nh,1
19699,2074,,VV,Xã Khánh Hi?p,Khánh Hi?p,Huy?n Khánh V?nh,1,Xã,Khánh V?nh,1
19696,2075,,VV,Xã Khánh Nam,Khánh Nam,Huy?n Khánh V?nh,1,Xã,Khánh V?nh,1
19705,2076,,VV,Xã Khánh Phú,Khánh Phú,Huy?n Khánh V?nh,1,Xã,Khánh V?nh,1
19702,2077,,VV,Xã Khánh Thành,Khánh Thành,Huy?n Khánh V?nh,1,Xã,Khánh V?nh,1
19701,2078,,VV,Xã Khánh Th??ng,Khánh Th??ng,Huy?n Khánh V?nh,1,Xã,Khánh V?nh,1
19697,2079,,VV,Xã Khánh Trung,Khánh Trung,Huy?n Khánh V?nh,1,Xã,Khánh V?nh,1
19706,2081,,VV,Xã Liên Sang,Liên Sang,Huy?n Khánh V?nh,1,Xã,Khánh V?nh,1
19691,2082,,VV,Xã S?n Thái,S?n Thái,Huy?n Khánh V?nh,1,Xã,Khánh V?nh,1
19692,2083,,VV,Xã Sông C?u,Sông C?u,Huy?n Khánh V?nh,1,Xã,Khánh V?nh,1
20082,5863,,VV,Th? tr?n Khoái Châu,Khoái Châu,Huy?n Khoái Châu,1,Th? tr?n,Khoái Châu,1
20090,5851,,VV,Xã An V?,An V?,Huy?n Khoái Châu,1,Xã,Khoái Châu,1
20092,5852,,VV,Xã Bình Ki?u,Bình Ki?u,Huy?n Khoái Châu,1,Xã,Khoái Châu,1
20084,5853,,VV,Xã Bình Minh,Bình Minh,Huy?n Khoái Châu,1,Xã,Khoái Châu,1
20102,5846,,VV,Xã Chí Tân, Chí Tân,Huy?n Khoái Châu,1,Xã,Khoái Châu,0.941
20085,5854,,VV,Xã D? Tr?ch,D? Tr?ch,Huy?n Khoái Châu,1,Xã,Khoái Châu,1
20103,5847,,VV,Xã ??i H?ng, ??i H?ng,Huy?n Khoái Châu,1,Xã,Khoái Châu,0.947
20101,5855,,VV,Xã ??i T?p,??i T?p,Huy?n Khoái Châu,1,Xã,Khoái Châu,1
20093,5856,,VV,Xã Dân Ti?n,Dân Ti?n,Huy?n Khoái Châu,1,Xã,Khoái Châu,1
20091,5857,,VV,Xã ?ông K?t,?ông K?t,Huy?n Khoái Châu,1,Xã,Khoái Châu,1
20100,5858,,VV,Xã ?ông Ninh,?ông Ninh,Huy?n Khoái Châu,1,Xã,Khoái Châu,1
20083,5859,,VV,Xã ?ông T?o,?ông T?o,Huy?n Khoái Châu,1,Xã,Khoái Châu,1
20094,5860,,VV,Xã ??ng Ti?n,??ng Ti?n,Huy?n Khoái Châu,1,Xã,Khoái Châu,1
20086,5861,,VV,Xã Hàm T?,Hàm T?,Huy?n Khoái Châu,1,Xã,Khoái Châu,1
20095,5862,,VV,Xã H?ng Ti?n,H?ng Ti?n,Huy?n Khoái Châu,1,Xã,Khoái Châu,1
20097,5864,,VV,Xã Liên Khê,Liên Khê,Huy?n Khoái Châu,1,Xã,Khoái Châu,1
20106,5848,,VV,Xã Nhu? D??ng, Nhu? D??ng,Huy?n Khoái Châu,1,Xã,Khoái Châu,0.957
20087,5865,,VV,Xã Ông ?ình,Ông ?ình,Huy?n Khoái Châu,1,Xã,Khoái Châu,1
20098,5866,,VV,Xã Phùng H?ng,Phùng H?ng,Huy?n Khoái Châu,1,Xã,Khoái Châu,1
20096,5867,,VV,Xã Tân Châu,Tân Châu,Huy?n Khoái Châu,1,Xã,Khoái Châu,1
20088,5868,,VV,Xã Tân Dân,Tân Dân,Huy?n Khoái Châu,1,Xã,Khoái Châu,1
20105,5849,,VV,Xã Thành Công, Thành Công,Huy?n Khoái Châu,1,Xã,Khoái Châu,0.957
20104,5869,,VV,Xã Thu?n H?ng,Thu?n H?ng,Huy?n Khoái Châu,1,Xã,Khoái Châu,1
20089,5870,,VV,Xã T? Dân,T? Dân,Huy?n Khoái Châu,1,Xã,Khoái Châu,1
20099,5850,,VV,Xã Vi?t Hòa, Vi?t Hòa,Huy?n Khoái Châu,1,Xã,Khoái Châu,0.947
17590,3714,,VV,Th? tr?n Kiên L??ng,Kiên L??ng,Huy?n Kiên L??ng,1,Th? tr?n,Kiên L??ng,1
17591,3708,,VV,Xã Bình An,Bình An,Huy?n Kiên L??ng,1,Xã,Kiên L??ng,1
17592,3709,,VV,Xã Bình Tr?,Bình Tr?,Huy?n Kiên L??ng,1,Xã,Kiên L??ng,1
17593,3710,,VV,Xã D??ng Hòa,D??ng Hoà,Huy?n Kiên L??ng,1,Xã,Kiên L??ng,1
17594,3711,,VV,Xã Hòa ?i?n,Hoà ?i?n,Huy?n Kiên L??ng,1,Xã,Kiên L??ng,1
17596,3712,,VV,Xã Hòn Ngh?,Hòn Ngh? ,Huy?n Kiên L??ng,1,Xã,Kiên L??ng,0.947
17595,3713,,VV,Xã Kiên Bình,Kiên Bình,Huy?n Kiên L??ng,1,Xã,Kiên L??ng,1
17597,3715,,VV,Xã S?n H?i,S?n H?i,Huy?n Kiên L??ng,1,Xã,Kiên L??ng,1
6687,2248,,VV,??i ??ng,??i ??ng,Huy?n Ki?n Th?y,1,Xã,Ki?n Th?y,0.941
6697,2249,,VV,??i Hà,??i Hà,Huy?n Ki?n Th?y,1,Xã,Ki?n Th?y,0.923
6703,2250,,VV,??i H?p,??i H?p,Huy?n Ki?n Th?y,1,Xã,Ki?n Th?y,0.933
6702,2251,,VV,?oàn Xá,?oàn Xá,Huy?n Ki?n Th?y,1,Xã,Ki?n Th?y,0.933
6686,2252,,VV,?ông Ph??ng,?ông Ph??ng,Huy?n Ki?n Th?y,1,Xã,Ki?n Th?y,0.957
6694,2253,,VV,Du L?,Du L?,Huy?n Ki?n Th?y,1,Xã,Ki?n Th?y,0.909
6689,2254,,VV,H?u B?ng,H?u B?ng,Huy?n Ki?n Th?y,1,Xã,Ki?n Th?y,0.941
6695,2255,,VV,Ki?n Qu?c,Ki?n Qu?c,Huy?n Ki?n Th?y,1,Xã,Ki?n Th?y,0.947
6691,2256,,VV,Minh Tân,Minh Tân,Huy?n Ki?n Th?y,1,Xã,Ki?n Th?y,0.941
6699,2257,,VV,Ng? ?oan,Ng? ?oan,Huy?n Ki?n Th?y,1,Xã,Ki?n Th?y,0.941
6696,2258,,VV,Ng? Phúc,Ng? Phúc,Huy?n Ki?n Th?y,1,Xã,Ki?n Th?y,0.941
6700,2260,,VV,Tân Phong,Tân Phong,Huy?n Ki?n Th?y,1,Xã,Ki?n Th?y,0.947
6698,2261,,VV,Tân Trào,Tân Trào,Huy?n Ki?n Th?y,1,Xã,Ki?n Th?y,0.941
6692,2262,,VV,Thanh S?n,Thanh S?n,Huy?n Ki?n Th?y,1,Xã,Ki?n Th?y,0.947
6688,2259,Th? Tr?n,VV,Th? tr?n Núi ??i,Núi ??i,Huy?n Ki?n Th?y,1,Ph??ng,Ki?n Th?y,0.824
6690,2263,,VV,Thu?n Thiên,Thu?n Thiên,Huy?n Ki?n Th?y,1,Xã,Ki?n Th?y,0.957
6693,2264,,VV,Th?y H??ng,Th?y H??ng,Huy?n Ki?n Th?y,1,Xã,Ki?n Th?y,0.952
6701,2265,,VV,Tú S?n,Tú S?n,Huy?n Ki?n Th?y,1,Xã,Ki?n Th?y,0.923
16814,6410,,VV,th? tr?n Thanh Nê,Thanh Nê,Huy?n Ki?n X??ng,1,Th? tr?n,Ki?n X??ng,1
16815,6388,,VV,xã An Bình,An Bình,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
16816,6389,,VV,xã An B?i,An B?i,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22304,6390,,VV,xã Bình ??nh ,Bình ??nh,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,0.952
16817,6391,,VV,xã Bình Minh,Bình Minh,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
16818,6392,,VV,xã Bình Nguyên,Bình Nguyên,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22306,6393,,VV,xã Bình Thanh,Bình Thanh,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22288,6394,,VV,Xã ?ình Phùng,?ình Phùng,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22289,6395,,VV,Xã Hòa Bình,Hoà Bình,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22298,6396,,VV,Xã H?ng Thái,H?ng Thái,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22307,6397,,VV,Xã H?ng Ti?n,H?ng Ti?n,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22296,6398,,VV,xã Lê L?i,Lê L?i,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22301,6399,,VV,xã Minh H?ng,Minh H?ng,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22305,6400,,VV,xã Minh Tân,Minh Tân,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22303,6401,,VV,Xã Nam Bình,Nam Bình,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22294,6402,,VV,xã Nam Cao,Nam Cao,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22280,6403,,VV,Xã Quang Bình ,Quang Bình,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,0.957
22302,6404,,VV,Xã Quang H?ng,Quang H?ng,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22285,6405,,VV,Xã Quang L?ch,Quang L?ch,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22293,6406,,VV,xã QUang Minh,Quang Minh,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22297,6407,,VV,xã Quang Trung,Quang Trung,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22292,6408,,VV,xã Qu?c Tu?n,Qu?c Tu?n,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22291,6409,,VV,xã Quy?t Ti?n,Quy?t Ti?n,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22281,6411,,VV,Xã Thanh Tân,Thanh Tân,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22295,6412,,VV,Xã Th??ng Hi?n,Th??ng Hi?n,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22299,6413,,VV,Xã Trà Giang,Trà Giang,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22276,6414,,VV,Xã V? An,V? An,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22286,6415,,VV,Xã V? Bình,V? Bình,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22290,6416,,VV,xã V? Công,V? Công,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22287,6417,,VV,Xã V? Hòa,V? Hoà,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22279,6419,,VV,Xã V? L?,V? L?,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
16813,6420,,VV,xã V? Ninh,V? Ninh,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22274,6421,Th? tr?n r?i,VV,xã V? Quý,V? Quý,Huy?n Ki?n X??ng,1,Th? tr?n,Ki?n X??ng,0.8
22278,6422,,VV,xã V? S?n,V? S?n,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22282,6423,,VV,Xã V? Tây,V? Tây,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22284,6424,,VV,Xã V? Th?ng,V? Th?ng,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
22277,6425,,VV,Xã V? Trung,V? Trung,Huy?n Ki?n X??ng,1,Xã,Ki?n X??ng,1
6762,9279,,VV,Ba Sao,Ba Sao,Huy?n Kim B?ng,1,Th? tr?n,Kim B?ng,0.857
