address_id,address_service_id, Simillar,address_name,address_service_name,address_type,address_service_prefix,address_parent,address-service_parent
2846,12953,1,Phan Anh,Phan Anh,2,Đường,Quận Bình Tân,Bình Tân
2847,12956,1,Phan Đình Thông,Phan Đình Thông,2,Đường,Quận Bình Tân,Bình Tân
2848,12958,1,Phùng Tá Chu,Phùng Tá Chu,2,Đường,Quận Bình Tân,Bình Tân
2849,13119,1,Tạ Mỹ Duật,Tạ Mỹ Duật,2,Đường,Quận Bình Tân,Bình Tân
2850,13121,1,Tân Hòa Đông,Tân Hòa Đông,2,Đường,Quận Bình Tân,Bình Tân
2851,13122,1,Tân Kỳ Tân Quý,Tân Kỳ Tân Quý,2,Đường,Quận Bình Tân,Bình Tân
2094,797,1,Phường Tân Tạo,Tân Tạo,1,Phường,Quận Bình Tân,Bình Tân
2852,13123,1,Tân Tạo,Tân Tạo,2,Đường,Quận Bình Tân,Bình Tân
2095,798,1,Phường Tân Tạo A,Tân Tạo A,1,Phường,Quận Bình Tân,Bình Tân
2853,13126,1,Tây Lân,Tây Lân,2,Đường,Quận Bình Tân,Bình Tân
3527,13127,1,Tên Lửa,Tên Lửa,2,Đường,Quận Bình Tân,Bình Tân
2854,13135,1,Trần Đại Nghĩa,Trần Đại Nghĩa,2,Phố,Quận Bình Tân,Bình Tân
2856,13137,1,Trần Thanh Mại,Trần Thanh Mại,2,Đường,Quận Bình Tân,Bình Tân
3528,13139,1,Trần Văn Giàu,Trần Văn Giàu,2,Đường,Quận Bình Tân,Bình Tân
2858,13140,1,Trương Phước Phan,Trương Phước Phan,2,Đường,Quận Bình Tân,Bình Tân
3529,13143,1,Vành Đai Trong,Vành Đai Trong,2,Đường,Quận Bình Tân,Bình Tân
2859,13144,1,Vĩnh Lộc,Vĩnh Lộc,2,Đường,Quận Bình Tân,Bình Tân
2860,13146,1,Võ Văn Kiệt,Võ Văn Kiệt,2,Đường,Quận Bình Tân,Bình Tân
2861,13147,1,Võ Văn Vân,Võ Văn Vân,2,Đường,Quận Bình Tân,Bình Tân
2862,13148,1,Vũ Hữu,Vũ Hữu,2,Phố,Quận Bình Tân,Bình Tân
2214,13179,1,Bạch Đằng,Bạch Đằng,2,Đường,Quận Bình Thạnh,Bình Thạnh
2215,13182,1,Bình Lợi,Bình Lợi,2,Đường,Quận Bình Thạnh,Bình Thạnh
2216,13183,1,Bình Quới,Bình Quới,2,Đường,Quận Bình Thạnh,Bình Thạnh
2217,13184,1,Bùi Đình Túy,Bùi Đình Túy,2,Đường,Quận Bình Thạnh,Bình Thạnh
2218,13185,1,Bùi Hữu Nghĩa,Bùi Hữu Nghĩa,2,Đường,Quận Bình Thạnh,Bình Thạnh
2220,13189,1,Chu Văn An,Chu Văn An,2,Đường,Quận Bình Thạnh,Bình Thạnh
2225,13198,1,Điện Biên Phủ,Điện Biên Phủ,2,Đường,Quận Bình Thạnh,Bình Thạnh
2223,13199,1,Diên Hồng,Diên Hồng,2,Đường,Quận Bình Thạnh,Bình Thạnh
2226,13200,1,Đinh Bộ Lĩnh,Đinh Bộ Lĩnh,2,Đường,Quận Bình Thạnh,Bình Thạnh
3786,13202,1,Đinh Tiên Hoàng,Đinh Tiên Hoàng,2,Đường,Quận Bình Thạnh,Bình Thạnh
2227,13203,1,Đống Đa,Đống Đa,2,Đường,Quận Bình Thạnh,Bình Thạnh
2228,13208,1,Hồ Xuân Hương,Hồ Xuân Hương,2,Đường,Quận Bình Thạnh,Bình Thạnh
3787,13209,1,Hoàng Hoa Thám,Hoàng Hoa Thám,2,Đường,Quận Bình Thạnh,Bình Thạnh
3788,13211,1,Hồng Bàng,Hồng Bàng,2,Đường,Quận Bình Thạnh,Bình Thạnh
2229,13212,1,Huỳnh Đình Hai,Huỳnh Đình Hai,2,Đường,Quận Bình Thạnh,Bình Thạnh
2230,13213,1,Huỳnh Mẫn Đạt,Huỳnh Mẫn Đạt,2,Đường,Quận Bình Thạnh,Bình Thạnh
2232,13214,1,Huỳnh Tịnh Của,Huỳnh Tịnh Của,2,Đường,Quận Bình Thạnh,Bình Thạnh
2233,13215,1,Lam Sơn,Lam Sơn,2,Đường,Quận Bình Thạnh,Bình Thạnh
2234,13216,1,Lê Quang Định,Lê Quang Định,2,Đường,Quận Bình Thạnh,Bình Thạnh
2235,13217,1,Lê Trực,Lê Trực,2,Đường,Quận Bình Thạnh,Bình Thạnh
2236,13220,1,Lương Ngọc Quyến,Lương Ngọc Quyến,2,Đường,Quận Bình Thạnh,Bình Thạnh
2237,13222,1,Mai Xuân Thưởng,Mai Xuân Thưởng,2,Đường,Quận Bình Thạnh,Bình Thạnh
2238,13223,1,Mê Linh,Mê Linh,2,Đường,Quận Bình Thạnh,Bình Thạnh
2213,13224,1,Miếu Nổi,Miếu Nổi,2,Đường,Quận Bình Thạnh,Bình Thạnh
2239,13226,1,Ngô Đức Kế,Ngô Đức Kế,2,Đường,Quận Bình Thạnh,Bình Thạnh
2240,13227,1,Ngô Nhân Tịnh,Ngô Nhân Tịnh,2,Đường,Quận Bình Thạnh,Bình Thạnh
2241,13228,1,Ngô Tất Tố,Ngô Tất Tố,2,Đường,Quận Bình Thạnh,Bình Thạnh
3789,13229,1,Nguyễn An Ninh,Nguyễn An Ninh,2,Đường,Quận Bình Thạnh,Bình Thạnh
3790,13230,1,Nguyễn Bỉnh Khiêm,Nguyễn Bỉnh Khiêm,2,Đường,Quận Bình Thạnh,Bình Thạnh
3791,13231,1,Nguyễn Công Hoan,Nguyễn Công Hoan,2,Đường,Quận Bình Thạnh,Bình Thạnh
3792,13232,1,Nguyễn Công Trứ,Nguyễn Công Trứ,2,Đường,Quận Bình Thạnh,Bình Thạnh
3793,13234,1,Nguyễn Cửu Vân,Nguyễn Cửu Vân,2,Đường,Quận Bình Thạnh,Bình Thạnh
3794,13235,1,Nguyễn Duy,Nguyễn Duy,2,Đường,Quận Bình Thạnh,Bình Thạnh
2242,13237,1,Nguyên Hồng,Nguyên Hồng,2,Đường,Quận Bình Thạnh,Bình Thạnh
3795,13238,1,Nguyễn Hữu Cảnh,Nguyễn Hữu Cảnh,2,Đường,Quận Bình Thạnh,Bình Thạnh
3796,13241,1,Nguyễn Huy Lượng,Nguyễn Huy Lượng,2,Đường,Quận Bình Thạnh,Bình Thạnh
3797,13242,1,Nguyễn Huy Tưởng,Nguyễn Huy Tưởng,2,Đường,Quận Bình Thạnh,Bình Thạnh
3798,13243,1,Nguyễn Khuyến,Nguyễn Khuyến,2,Đường,Quận Bình Thạnh,Bình Thạnh
3799,13244,1,Nguyễn Lâm,Nguyễn Lâm,2,Đường,Quận Bình Thạnh,Bình Thạnh
3800,13245,1,Nguyễn Ngọc Phương,Nguyễn Ngọc Phương,2,Đường,Quận Bình Thạnh,Bình Thạnh
3801,13246,1,Nguyễn Thái Học,Nguyễn Thái Học,2,Đường,Quận Bình Thạnh,Bình Thạnh
3802,13248,1,Nguyễn Thiện Thuật,Nguyễn Thiện Thuật,2,Phố,Quận Bình Thạnh,Bình Thạnh
3803,13249,1,Nguyễn Thượng Hiền,Nguyễn Thượng Hiền,2,Đường,Quận Bình Thạnh,Bình Thạnh
3804,13250,1,Nguyễn Trung Trực,Nguyễn Trung Trực,2,Đường,Quận Bình Thạnh,Bình Thạnh
3806,13251,1,Nguyễn Văn Đậu,Nguyễn Văn Đậu,2,Đường,Quận Bình Thạnh,Bình Thạnh
3807,13252,1,Nguyễn Văn Lạc,Nguyễn Văn Lạc,2,Đường,Quận Bình Thạnh,Bình Thạnh
3808,13253,1,Nguyễn Xí,Nguyễn Xí,2,Phố,Quận Bình Thạnh,Bình Thạnh
3809,13254,1,Nguyễn Xuân Ôn,Nguyễn Xuân Ôn,2,Đường,Quận Bình Thạnh,Bình Thạnh
2243,13255,1,Nơ Trang Long,Nơ Trang Long,2,Đường,Quận Bình Thạnh,Bình Thạnh
2244,13257,1,Phạm Văn Đồng,Phạm Văn Đồng,2,Đường,Quận Bình Thạnh,Bình Thạnh
2245,13258,1,Phạm Viết Chánh,Phạm Viết Chánh,2,Đường,Quận Bình Thạnh,Bình Thạnh
2246,13260,1,Phan Bội Châu,Phan Bội Châu,2,Đường,Quận Bình Thạnh,Bình Thạnh
2247,13261,1,Phan Chu Trinh,Phan Chu Trinh,2,Đường,Quận Bình Thạnh,Bình Thạnh
2248,13262,1,Phan Đăng Lưu,Phan Đăng Lưu,2,Phố,Quận Bình Thạnh,Bình Thạnh
2249,13263,1,Phan Huy Ôn,Phan Huy Ôn,2,Đường,Quận Bình Thạnh,Bình Thạnh
2250,13264,1,Phan Văn Hân,Phan Văn Hân,2,Đường,Quận Bình Thạnh,Bình Thạnh
2251,13265,1,Phan Văn Trị,Phan Văn Trị,2,Đường,Quận Bình Thạnh,Bình Thạnh
2252,13266,1,Phan Xích Long,Phan Xích Long,2,Đường,Quận Bình Thạnh,Bình Thạnh
2253,13267,1,Phó Đức Chính,Phó Đức Chính,2,Phố,Quận Bình Thạnh,Bình Thạnh
2254,13269,1,Phú Mỹ,Phú Mỹ,2,Đường,Quận Bình Thạnh,Bình Thạnh
2255,13294,1,Tăng Bạt Hổ,Tăng Bạt Hổ,2,Đường,Quận Bình Thạnh,Bình Thạnh
2256,13295,1,Thanh Đa,Thanh Đa,2,Đường,Quận Bình Thạnh,Bình Thạnh
2258,13298,1,Trần Bình Trọng,Trần Bình Trọng,2,Đường,Quận Bình Thạnh,Bình Thạnh
2259,13300,1,Trần Kế Xương,Trần Kế Xương,2,Đường,Quận Bình Thạnh,Bình Thạnh
2260,13302,1,Trần Quý Cáp,Trần Quý Cáp,2,Đường,Quận Bình Thạnh,Bình Thạnh
3810,13303,1,Trần Văn Kỷ,Trần Văn Kỷ,2,Đường,Quận Bình Thạnh,Bình Thạnh
3811,13304,1,Trịnh Hoài Đức,Trịnh Hoài Đức,2,Đường,Quận Bình Thạnh,Bình Thạnh
2262,13310,1,Trường Sa,Trường Sa,2,Đường,Quận Bình Thạnh,Bình Thạnh
2263,13311,1,Ung Văn Khiêm,Ung Văn Khiêm,2,Đường,Quận Bình Thạnh,Bình Thạnh
2264,13312,1,Vạn Kiếp,Vạn Kiếp,2,Phố,Quận Bình Thạnh,Bình Thạnh
2265,13313,1,Võ Duy Ninh,Võ Duy Ninh,2,Đường,Quận Bình Thạnh,Bình Thạnh
2266,13314,1,Võ Trường Toản,Võ Trường Toản,2,Đường,Quận Bình Thạnh,Bình Thạnh
2267,13315,1,Vũ Huy Tấn,Vũ Huy Tấn,2,Đường,Quận Bình Thạnh,Bình Thạnh
2268,13316,1,Vũ Ngọc Phan,Vũ Ngọc Phan,2,Phố,Quận Bình Thạnh,Bình Thạnh
2269,13317,1,Vũ Tùng,Vũ Tùng,2,Đường,Quận Bình Thạnh,Bình Thạnh
2270,13318,1,Xô Viết Nghệ Tĩnh,Xô Viết Nghệ Tĩnh,2,Đường,Quận Bình Thạnh,Bình Thạnh
2271,13320,1,Yên Đỗ,Yên Đỗ,2,Đường,Quận Bình Thạnh,Bình Thạnh
1552,234,1,Huyện Bắc Bình,Bắc Bình,7,Huyện,Bình Thuận,Bình Thuận
1551,236,1,Huyện  Đức Linh,Đức Linh,7,Huyện,Bình Thuận,Bình Thuận
1553,237,1,Huyện Hàm Tân,Hàm Tân,7,Huyện,Bình Thuận,Bình Thuận
1554,238,1,Huyện Hàm Thuận Bắc,Hàm Thuận Bắc,7,Huyện,Bình Thuận,Bình Thuận
1555,239,1,Huyện Hàm Thuận Nam,Hàm Thuận Nam,7,Huyện,Bình Thuận,Bình Thuận
1560,240,1,Thị xã La Gi,La Gi,3,Thị xã,Bình Thuận,Bình Thuận
1559,241,1,Thành phố Phan Thiết,Phan Thiết,3,Thành phố,Bình Thuận,Bình Thuận
1556,235,1,Huyện Phú Quí,Phú Quí,7,Huyện,Bình Thuận,Bình Thuận
1557,242,1,Huyện Tánh Linh,Tánh Linh,7,Huyện,Bình Thuận,Bình Thuận
1558,243,1,Huyện Tuy Phong,Tuy Phong,7,Huyện,Bình Thuận,Bình Thuận
7924,3108,1,An Thới,An Thới,1,Phường,Quận Bình Thủy,Bình Thủy
7924,3109,1,An Thới,An Thới,1,Phường,Quận Bình Thủy,Bình Thủy
7925,3110,1,Bình Thủy,Bình Thủy,1,Phường,Quận Bình Thủy,Bình Thủy
7926,3111,1,Bùi Hữu Nghĩa,Bùi Hữu Nghĩa,1,Phường,Quận Bình Thủy,Bình Thủy
7927,3112,1,Long Hòa,Long Hòa,1,Phường,Quận Bình Thủy,Bình Thủy
7928,3113,1,Long Tuyền,Long Tuyền,1,Phường,Quận Bình Thủy,Bình Thủy
7929,3114,1,Thới An Đông,Thới An Đông,1,Phường,Quận Bình Thủy,Bình Thủy
7930,3115,1,Trà An,Trà An,1,Phường,Quận Bình Thủy,Bình Thủy
7931,3116,1,Trà Nóc,Trà Nóc,1,Phường,Quận Bình Thủy,Bình Thủy
6347,7196,1,Bá Hiến,Bá Hiến,1,Xã,Huyện Bình Xuyên,Bình Xuyên
21221,7197,1,xã Đạo Đức,Đạo Đức,1,Xã,Huyện Bình Xuyên,Bình Xuyên
6348,7198,1,Gia Khánh,Gia Khánh,1,Thị trấn,Huyện Bình Xuyên,Bình Xuyên
6349,7199,1,Hương Canh,Hương Canh,1,Thị trấn,Huyện Bình Xuyên,Bình Xuyên
6355,7200,1,Hương Sơn,Hương Sơn,1,Xã,Huyện Bình Xuyên,Bình Xuyên
6350,7201,1,Phú Xuân,Phú Xuân,1,Xã,Huyện Bình Xuyên,Bình Xuyên
6354,7202,1,Quất Lưu,Quất Lưu,1,Xã,Huyện Bình Xuyên,Bình Xuyên
6351,7203,1,Sơn Lôi,Sơn Lôi,1,Xã,Huyện Bình Xuyên,Bình Xuyên
6352,7204,1,Tam Hợp,Tam Hợp,1,Xã,Huyện Bình Xuyên,Bình Xuyên
6353,7205,1,Tân Phong,Tân Phong,1,Xã,Huyện Bình Xuyên,Bình Xuyên
6356,7206,1,Thanh Lãng,Thanh Lãng,1,Thị trấn,Huyện Bình Xuyên,Bình Xuyên
6357,7207,1,Thiện Kế,Thiện Kế,1,Xã,Huyện Bình Xuyên,Bình Xuyên
25285,7208,1,Xã Trung Mỹ,Trung Mỹ,1,Xã,Huyện Bình Xuyên,Bình Xuyên
16404,9986,1,Xã Bắc Trạch,Bắc Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16383,9987,1,Xã Cự Nẫm,Cự Nẫm,1,Xã,Huyện Bố Trạch,Bố Trạch
16391,9988,1,Xã Đại Trạch,Đại Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16389,9989,1,Xã Đồng Trạch,Đồng Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16398,9990,1,Xã Đức Trạch,Đức Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16386,9991,1,Xã Hạ Trạch,Hạ Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16399,9992,1,Xã Hải Trạch,Hải Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
15139,9994,1,Thị Trấn Hoàn Lão,Hoàn Lão,1,Thị trấn,Huyện Bố Trạch,Bố Trạch
16401,9995,1,Xã Hoàn Trạch,Hoàn Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16400,9996,1,Xã Hưng Trạch,Hưng Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16380,9997,1,Xã Lâm Trạch,Lâm Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16402,9998,1,Xã Liên Trạch,Liên Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16392,9999,1,Xã Lý Trạch,Lý Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16385,10000,1,Xã Mỹ Trạch,Mỹ Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16403,10001,1,Xã Nam Trạch,Nam Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16397,10002,1,Xã Nhân Trạch,Nhân Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16395,10004,1,Xã Phú Định,Phú Định,1,Xã,Huyện Bố Trạch,Bố Trạch
16387,10005,1,Xã Phú Trạch,Phú Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16379,10006,1,Xã Phúc Trạch,Phúc Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16396,10007,1,Xã Sơn Lộc,Sơn Lộc,1,Xã,Huyện Bố Trạch,Bố Trạch
16382,10008,1,Xã Sơn Trạch,Sơn Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16405,10009,1,Xã Tân Trạch,Tân Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16394,10010,1,Xã Tây Trạch,Tây Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16384,10011,1,Xã Thanh Trạch,Thanh Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16406,10012,1,Xã Thượng Trạch,Thượng Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16390,10013,1,Xã Trung Trạch,Trung Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16388,10014,1,Xã Vạn Trạch,Vạn Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
16381,10015,1,Xã Xuân Trạch,Xuân Trạch,1,Xã,Huyện Bố Trạch,Bố Trạch
18498,5701,1,Xã Bình Minh,Bình Minh,1,Xã,Huyện Bù Đăng,Bù Đăng
18499,5702,1,Xã Bom Bo,Bom Bo,1,Xã,Huyện Bù Đăng,Bù Đăng
23724,5704,1,Đăng Hà,Đăng Hà,1,Xã,Huyện Bù Đăng,Bù Đăng
18497,5705,1,Xã Đoàn Kết,Đoàn Kết,1,Xã,Huyện Bù Đăng,Bù Đăng
23736,5706,1,Đồng Nai,Đồng Nai,1,Xã,Huyện Bù Đăng,Bù Đăng
18501,5707,1,Xã Đức Liễu,Đức Liễu,1,Xã,Huyện Bù Đăng,Bù Đăng
18494,5708,1,Thị trấn Đức Phong,Đức Phong,1,Thị trấn,Huyện Bù Đăng,Bù Đăng
23727,5709,1,Đường 10,Đường 10,1,Xã,Huyện Bù Đăng,Bù Đăng
18495,5710,1,Xã Minh Hưng,Minh Hưng,1,Xã,Huyện Bù Đăng,Bù Đăng
23042,5711,1,Xã Nghĩa Bình,Nghĩa Bình,1,Xã,Huyện Bù Đăng,Bù Đăng
18502,5712,1,Xã Nghĩa Trung,Nghĩa Trung,1,Xã,Huyện Bù Đăng,Bù Đăng
23730,5713,1,Phú Sơn,Phú Sơn,1,Xã,Huyện Bù Đăng,Bù Đăng
23733,5714,1,Phước Sơn,Phước Sơn,1,Xã,Huyện Bù Đăng,Bù Đăng
18496,5715,1,Xã Thọ Sơn,Thọ Sơn,1,Xã,Huyện Bù Đăng,Bù Đăng
23739,5716,1,Thống Nhất,Thống Nhất,1,Xã,Huyện Bù Đăng,Bù Đăng
19863,5717,1,Xã Hưng Phước,Hưng Phước,1,Xã,Huyện Bù Đốp,Bù Đốp
18518,5718,1,Xã Phước Thiện,Phước Thiện,1,Xã,Huyện Bù Đốp,Bù Đốp
18519,5719,1,Xã Tân Thành,Tân Thành,1,Xã,Huyện Bù Đốp,Bù Đốp
19867,5720,1,Xã Tân Tiến,Tân Tiến,1,Xã,Huyện Bù Đốp,Bù Đốp
18517,5721,1,Thị trấn Thanh Bình,Thanh Bình,1,Thị trấn,Huyện Bù Đốp,Bù Đốp
18521,5723,1,Xã Thiện Hưng,Thiện Hưng,1,Xã,Huyện Bù Đốp,Bù Đốp
19856,5724,1,Xã Bình Thắng,Bình Thắng,1,Xã,Huyện Bù Gia Mập,Bù Gia Mập
19857,5725,1,Xã Bù Gia Mập,Bù Gia Mập,1,Xã,Huyện Bù Gia Mập,Bù Gia Mập
19862,5726,1,Xã Đa Kia,Đa Kia,1,Xã,Huyện Bù Gia Mập,Bù Gia Mập
19859,5728,1,Xã Đức Hạnh,Đức Hạnh,1,Xã,Huyện Bù Gia Mập,Bù Gia Mập
19860,5731,1,Xã Phú Nghĩa,Phú Nghĩa,1,Xã,Huyện Bù Gia Mập,Bù Gia Mập
19861,5732,1,Xã Phú Văn,Phú Văn,1,Xã,Huyện Bù Gia Mập,Bù Gia Mập
19868,5733,1,Xã Phước Minh,Phước Minh,1,Xã,Huyện Bù Gia Mập,Bù Gia Mập
18568,2909,1,Xã Cuôr Knia,Cuôr Knia,1,Xã,Huyện Buôn Đôn,Buôn Đôn
18569,2910,1,Xã Ea Bar,Ea Bar,1,Xã,Huyện Buôn Đôn,Buôn Đôn
18570,2911,1,Xã Ea Huar,Ea Huar,1,Xã,Huyện Buôn Đôn,Buôn Đôn
18571,2912,1,Xã Ea Nuôl,Ea Nuôl,1,Xã,Huyện Buôn Đôn,Buôn Đôn
18572,2913,1,Xã Ea Wer,Ea Wer,1,Xã,Huyện Buôn Đôn,Buôn Đôn
18573,2914,1,Xã Krông Na,Krông Na,1,Xã,Huyện Buôn Đôn,Buôn Đôn
18574,2915,1,Xã Tân Hòa,Tân Hòa,1,Xã,Huyện Buôn Đôn,Buôn Đôn
19654,2916,1,Phường An Bình,An Bình,1,Phường,Thị xã Buôn Hồ,Buôn Hồ
19651,2917,1,Phường An Lạc,An Lạc,1,Phường,Thị xã Buôn Hồ,Buôn Hồ
19664,2918,1,Phường Bình Tân,Bình Tân,1,Phường,Thị xã Buôn Hồ,Buôn Hồ
19674,2919,1,Xã Bình Thuận,Bình Thuận,1,Xã,Thị xã Buôn Hồ,Buôn Hồ
19677,2920,1,Xã Cư Bao,Cư Bao,1,Xã,Thị xã Buôn Hồ,Buôn Hồ
19647,2921,1,Phường Đạt Hiếu,Đạt Hiếu,1,Phường,Thị xã Buôn Hồ,Buôn Hồ
19659,2922,1,Phường Đoàn Kết,Đoàn Kết,1,Phường,Thị xã Buôn Hồ,Buôn Hồ
19672,2923,1,Xã Ea Blang,Ea Blang,1,Xã,Thị xã Buôn Hồ,Buôn Hồ
19669,2924,1,Xã Ea Drông,Ea Drông,1,Xã,Thị xã Buôn Hồ,Buôn Hồ
19667,2925,1,Xã Ea Siên,Ea Siên,1,Xã,Thị xã Buôn Hồ,Buôn Hồ
19657,2926,1,Phường Thiện An,Thiện An,1,Phường,Thị xã Buôn Hồ,Buôn Hồ
19662,2927,1,Phường Thống Nhất,Thống Nhất,1,Phường,Thị xã Buôn Hồ,Buôn Hồ
13556,2929,1,Xã Ea Kao,Ea Kao,1,Phường,Thành phố Buôn Ma Thuột,Buôn Ma Thuột
13542,2930,1,Phường Ea Tam,Ea Tam,1,Phường,Thành phố Buôn Ma Thuột,Buôn Ma Thuột
13557,2931,1,Xã Ea Tu,Ea Tu,1,Xã,Thành phố Buôn Ma Thuột,Buôn Ma Thuột
13543,2937,1,Phường Khánh Xuân,Khánh Xuân,1,Phường,Thành phố Buôn Ma Thuột,Buôn Ma Thuột
13544,2938,1,Phường Tân An,Tân An,1,Xã,Thành phố Buôn Ma Thuột,Buôn Ma Thuột
13545,2939,1,Phường Tân Hoà,Tân Hoà,1,Xã,Thành phố Buôn Ma Thuột,Buôn Ma Thuột
13546,2940,1,Phường Tân Lập,Tân Lập,1,Xã,Thành phố Buôn Ma Thuột,Buôn Ma Thuột
13547,2941,1,Phường Tân Lợi,Tân Lợi,1,Xã,Thành phố Buôn Ma Thuột,Buôn Ma Thuột
13548,2942,1,Phường Tân Thành,Tân Thành,1,Phường,Thành phố Buôn Ma Thuột,Buôn Ma Thuột
13549,2943,1,Phường Tân Tiến,Tân Tiến,1,Phường,Thành phố Buôn Ma Thuột,Buôn Ma Thuột
13550,2944,1,Phường Thắng Lợi,Thắng Lợi,1,Phường,Thành phố Buôn Ma Thuột,Buôn Ma Thuột
13551,2945,1,Phường Thành Công,Thành Công,1,Phường,Thành phố Buôn Ma Thuột,Buôn Ma Thuột
13552,2946,1,Phường Thành Nhất,Thành Nhất,1,Phường,Thành phố Buôn Ma Thuột,Buôn Ma Thuột
13553,2947,1,Phường Thống Nhất,Thống Nhất,1,Phường,Thành phố Buôn Ma Thuột,Buôn Ma Thuột
13554,2948,1,Phường Tự An,Tự An,1,Phường,Thành phố Buôn Ma Thuột,Buôn Ma Thuột
7685,8439,1,Xã An Xuyên,An Xuyên,1,Xã,Thành phố Cà Mau,Cà Mau
1569,539,1,Thành phố Cà Mau,Cà Mau,3,Thành phố,Cà Mau,Cà Mau
1561,540,1,Huyện Cái Nước,Cái Nước,7,Huyện,Cà Mau,Cà Mau
1562,541,1,Huyện Đầm Dơi,Đầm Dơi,7,Huyện,Cà Mau,Cà Mau
7688,8440,1,Xã Định Bình,Định Bình,1,Xã,Thành phố Cà Mau,Cà Mau
7687,8441,1,Xã Hòa Tân,Hòa Tân,1,Xã,Thành phố Cà Mau,Cà Mau
7686,8442,1,Xã Hòa Thành,Hòa Thành,1,Xã,Thành phố Cà Mau,Cà Mau
7691,8443,1,Xã Lý Văn Lâm,Lý Văn Lâm,1,Xã,Thành phố Cà Mau,Cà Mau
1563,542,1,Huyện Năm Căn,Năm Căn,7,Huyện,Cà Mau,Cà Mau
1564,543,1,Huyện Ngọc Hiển,Ngọc Hiển,7,Huyện,Cà Mau,Cà Mau
1565,544,1,Huyện Phú Tân,Phú Tân,7,Huyện,Cà Mau,Cà Mau
7689,8444,1,Xã Tắc Vân,Tắc Vân,1,Xã,Thành phố Cà Mau,Cà Mau
7683,8445,1,Phường Tân Thành,Tân Thành,1,Phường,Thành phố Cà Mau,Cà Mau
7690,8446,1,Xã Tân Thành,Tân Thành,1,Xã,Thành phố Cà Mau,Cà Mau
7684,8447,1,Phường Tân Xuyên,Tân Xuyên,1,Phường,Thành phố Cà Mau,Cà Mau
1566,545,1,Huyện Thới Bình,Thới Bình,7,Huyện,Cà Mau,Cà Mau
1567,546,1,Huyện Trần Văn Thời,Trần Văn Thời,7,Huyện,Cà Mau,Cà Mau
1568,547,1,Huyện U Minh,U Minh,7,Huyện,Cà Mau,Cà Mau
6542,6130,1,Xã An Cư,An Cư,1,Xã,Huyện Cái Bè,Cái Bè
6553,6131,1,Xã An Hữu.,An Hữu,1,Xã,Huyện Cái Bè,Cái Bè
6549,6132,1,Xã An Thái Đông,An Thái Đông,1,Xã,Huyện Cái Bè,Cái Bè
6552,6133,1,Xã An Thái Trung,An Thái Trung,1,Xã,Huyện Cái Bè,Cái Bè
21072,6134,1,Thị trấn Cái Bè,Cái Bè,1,Thị trấn,Huyện Cái Bè,Cái Bè
6548,6135,1,Xã Đông Hòa Hiệp,Đông Hòa Hiệp,1,Xã,Huyện Cái Bè,Cái Bè
6532,6136,1,Xã Hậu Mỹ Bắc A,Hậu Mỹ Bắc A,1,Xã,Huyện Cái Bè,Cái Bè
6533,6137,1,Xã Hậu Mỹ Bắc B,Hậu Mỹ Bắc B,1,Xã,Huyện Cái Bè,Cái Bè
6535,6138,1,Xã Hậu Mỹ Phú,Hậu Mỹ Phú,1,Xã,Huyện Cái Bè,Cái Bè
6534,6139,1,Xã Hậu Mỹ Trinh,Hậu Mỹ Trinh,1,Xã,Huyện Cái Bè,Cái Bè
6543,6140,1,Xã Hậu Thành,Hậu Thành,1,Xã,Huyện Cái Bè,Cái Bè
6531,6141,1,Xã Hòa Hưng,Hòa Hưng,1,Xã,Huyện Cái Bè,Cái Bè
6544,6142,1,Xã Hòa Khánh,Hòa Khánh,1,Xã,Huyện Cái Bè,Cái Bè
6546,6143,1,Xã Mỹ Đức Đông,Mỹ Đức Đông,1,Xã,Huyện Cái Bè,Cái Bè
6547,6144,1,Xã Mỹ Đức Tây,Mỹ Đức Tây,1,Xã,Huyện Cái Bè,Cái Bè
6541,6145,1,Xã Mỹ Hội,Mỹ Hội,1,Xã,Huyện Cái Bè,Cái Bè
